,neighborhood,Name,tree_count,tree_total,tree_percentage
524,ARGENTARIO,Fraxinus excelsior,9,454,1.9823788546255507
525,ARGENTARIO,Betula,8,454,1.762114537444934
526,ARGENTARIO,Liquidambar styraciflua,7,454,1.5418502202643172
527,ARGENTARIO,Cupressus sempervirens,5,454,1.1013215859030838
528,ARGENTARIO,Quercus ilex,5,454,1.1013215859030838
529,ARGENTARIO,Prunus cerasifera,5,454,1.1013215859030838
530,ARGENTARIO,Tilia cordata,5,454,1.1013215859030838
531,ARGENTARIO,Pinus strobus,5,454,1.1013215859030838
532,ARGENTARIO,Sophora japonica,5,454,1.1013215859030838
533,ARGENTARIO,Prunus,5,454,1.1013215859030838
534,ARGENTARIO,Magnolia x soulangeana,4,454,0.881057268722467
535,ARGENTARIO,Acer pseudoplatanus,4,454,0.881057268722467
536,ARGENTARIO,Cedrus atlantica,3,454,0.6607929515418502
537,ARGENTARIO,Morus alba,3,454,0.6607929515418502
538,ARGENTARIO,Parrotia persica,3,454,0.6607929515418502
539,ARGENTARIO,Pinus wallichiana,3,454,0.6607929515418502
540,ARGENTARIO,Liriodendron tulipifera,3,454,0.6607929515418502
541,ARGENTARIO,Juglans nigra,3,454,0.6607929515418502
542,ARGENTARIO,Ginkgo biloba,3,454,0.6607929515418502
543,ARGENTARIO,Fagus,3,454,0.6607929515418502
544,ARGENTARIO,Robinia pseudoacacia,2,454,0.4405286343612335
545,ARGENTARIO,Populus alba,2,454,0.4405286343612335
546,ARGENTARIO,Pyrus calleryana,2,454,0.4405286343612335
547,ARGENTARIO,Crataegus,2,454,0.4405286343612335
548,ARGENTARIO,Corylus avellana,2,454,0.4405286343612335
549,ARGENTARIO,Acer negundo,2,454,0.4405286343612335
550,ARGENTARIO,Platanus occidentalis,2,454,0.4405286343612335
551,ARGENTARIO,Paulownia tomentosa,2,454,0.4405286343612335
552,ARGENTARIO,Ulmus minor,2,454,0.4405286343612335
553,ARGENTARIO,Abies alba,1,454,0.22026431718061676
554,ARGENTARIO,Sorbus,1,454,0.22026431718061676
555,ARGENTARIO,Sequoia sempervirens,1,454,0.22026431718061676
556,ARGENTARIO,Sambucus nigra,1,454,0.22026431718061676
557,ARGENTARIO,Salix babylonica,1,454,0.22026431718061676
558,ARGENTARIO,Salix alba,1,454,0.22026431718061676
559,ARGENTARIO,Prunus dulcis,1,454,0.22026431718061676
560,ARGENTARIO,Prunus avium,1,454,0.22026431718061676
561,ARGENTARIO,Prunus amygdalus,1,454,0.22026431718061676
562,ARGENTARIO,Populus tremula,1,454,0.22026431718061676
563,ARGENTARIO,Populus nigra,1,454,0.22026431718061676
564,ARGENTARIO,Platanus x acerifolia 'Bloodgood',1,454,0.22026431718061676
565,ARGENTARIO,Malus,1,454,0.22026431718061676
566,ARGENTARIO,Fraxinus americana,1,454,0.22026431718061676
567,ARGENTARIO,Ficus carica,1,454,0.22026431718061676
568,ARGENTARIO,Diospyros kaki,1,454,0.22026431718061676
569,ARGENTARIO,Cupressus arizonica,1,454,0.22026431718061676
570,ARGENTARIO,Catalpa bignonioides,1,454,0.22026431718061676
571,ARGENTARIO,Arbutus unedo,1,454,0.22026431718061676
572,ARGENTARIO,Acer rubrum,1,454,0.22026431718061676
573,ARGENTARIO,Ulmus pumila,1,454,0.22026431718061676
574,VILLAZZANO,Tilia cordata,35,416,8.413461538461538
575,VILLAZZANO,Carpinus betulus,33,416,7.9326923076923075
576,VILLAZZANO,Prunus avium,33,416,7.9326923076923075
577,VILLAZZANO,Gleditsia triacanthos,27,416,6.490384615384616
578,VILLAZZANO,Cupressus,25,416,6.009615384615385
579,VILLAZZANO,Fraxinus americana,22,416,5.288461538461538
580,VILLAZZANO,Berberis thunbergii,20,416,4.807692307692308
581,VILLAZZANO,Celtis australis,19,416,4.567307692307692
582,VILLAZZANO,Sophora japonica,14,416,3.3653846153846154
583,VILLAZZANO,Acer pseudoplatanus,14,416,3.3653846153846154
584,VILLAZZANO,Cupressus sempervirens,13,416,3.125
585,VILLAZZANO,Robinia pseudoacacia,13,416,3.125
586,VILLAZZANO,Populus nigra,11,416,2.644230769230769
587,VILLAZZANO,Tilia x europaea,10,416,2.403846153846154
588,VILLAZZANO,Liriodendron tulipifera,10,416,2.403846153846154
589,VILLAZZANO,Quercus robur,8,416,1.9230769230769231
590,VILLAZZANO,Pyrus calleryana,8,416,1.9230769230769231
591,VILLAZZANO,Acer campestre,7,416,1.6826923076923077
592,VILLAZZANO,Ostrya carpinifolia,6,416,1.4423076923076923
593,VILLAZZANO,Malus floribunda,6,416,1.4423076923076923
594,VILLAZZANO,Cornus,5,416,1.201923076923077
595,VILLAZZANO,Parrotia persica,5,416,1.201923076923077
596,VILLAZZANO,Liquidambar styraciflua,4,416,0.9615384615384616
597,VILLAZZANO,Acer platanoides,4,416,0.9615384615384616
598,VILLAZZANO,Prunus domestica,4,416,0.9615384615384616
599,VILLAZZANO,Fraxinus excelsior,4,416,0.9615384615384616
600,VILLAZZANO,Morus nigra,4,416,0.9615384615384616
601,VILLAZZANO,Platanus x hispanica,3,416,0.7211538461538461
602,VILLAZZANO,Pinus nigra,3,416,0.7211538461538461
603,VILLAZZANO,Taxus baccata,3,416,0.7211538461538461
604,VILLAZZANO,Betula pendula,3,416,0.7211538461538461
605,VILLAZZANO,Cedrus deodara,3,416,0.7211538461538461
606,VILLAZZANO,Pyrus communis,2,416,0.4807692307692308
607,VILLAZZANO,Prunus,2,416,0.4807692307692308
608,VILLAZZANO,Sorbus,2,416,0.4807692307692308
609,VILLAZZANO,Viburnum sieboldii,2,416,0.4807692307692308
610,VILLAZZANO,Malus sylvestris,2,416,0.4807692307692308
611,VILLAZZANO,Fraxinus,2,416,0.4807692307692308
612,VILLAZZANO,Corylus avellana,2,416,0.4807692307692308
613,VILLAZZANO,Cornus sanguinea,2,416,0.4807692307692308
614,VILLAZZANO,Fagus sylvatica,2,416,0.4807692307692308
615,VILLAZZANO,Picea abies,2,416,0.4807692307692308
616,VILLAZZANO,Fraxinus ornus,2,416,0.4807692307692308
617,VILLAZZANO,Sorbus torminalis,1,416,0.2403846153846154
618,VILLAZZANO,Corylus colurna,1,416,0.2403846153846154
619,VILLAZZANO,Davidia involucrata,1,416,0.2403846153846154
620,VILLAZZANO,Ficus carica,1,416,0.2403846153846154
621,VILLAZZANO,Diospyros kaki,1,416,0.2403846153846154
622,VILLAZZANO,Eriobotrya japonica,1,416,0.2403846153846154
623,VILLAZZANO,Ulmus,1,416,0.2403846153846154
624,VILLAZZANO,Quercus petraea,1,416,0.2403846153846154
625,VILLAZZANO,Acer tataricum ssp. ginnala,1,416,0.2403846153846154
626,VILLAZZANO,Alnus glutinosa,1,416,0.2403846153846154
627,VILLAZZANO,Cedrus atlantica,1,416,0.2403846153846154
628,VILLAZZANO,Acer opalus,1,416,0.2403846153846154
629,VILLAZZANO,Juglans nigra,1,416,0.2403846153846154
630,VILLAZZANO,Abies alba,1,416,0.2403846153846154
631,VILLAZZANO,Platanus x acerifolia 'Bloodgood',1,416,0.2403846153846154
632,RAVINA-ROMAGNANO,Tilia cordata,34,319,10.658307210031348
633,RAVINA-ROMAGNANO,Platanus x hispanica,23,319,7.210031347962382
634,RAVINA-ROMAGNANO,Pinus nigra,19,319,5.956112852664576
635,RAVINA-ROMAGNANO,Tilia x europaea,18,319,5.6426332288401255
636,RAVINA-ROMAGNANO,Morus alba,18,319,5.6426332288401255
637,RAVINA-ROMAGNANO,Pinus sylvestris,17,319,5.329153605015674
638,RAVINA-ROMAGNANO,Cupressus,16,319,5.015673981191222
639,RAVINA-ROMAGNANO,Celtis australis,15,319,4.702194357366771
640,RAVINA-ROMAGNANO,Prunus cerasifera,14,319,4.38871473354232
641,RAVINA-ROMAGNANO,Corylus colurna,12,319,3.761755485893417
642,RAVINA-ROMAGNANO,Cupressus sempervirens,12,319,3.761755485893417
643,RAVINA-ROMAGNANO,Fraxinus americana,10,319,3.1347962382445136
644,RAVINA-ROMAGNANO,Clerodendrum trichotomum,10,319,3.1347962382445136
645,RAVINA-ROMAGNANO,Pyrus communis,7,319,2.19435736677116
646,RAVINA-ROMAGNANO,Acer platanoides,7,319,2.19435736677116
647,RAVINA-ROMAGNANO,Prunus avium,7,319,2.19435736677116
648,RAVINA-ROMAGNANO,Cedrus deodara,6,319,1.8808777429467085
649,RAVINA-ROMAGNANO,Acer monspessulanum,6,319,1.8808777429467085
650,RAVINA-ROMAGNANO,Tilia platyphyllos,5,319,1.5673981191222568
651,RAVINA-ROMAGNANO,Carpinus betulus,5,319,1.5673981191222568
652,RAVINA-ROMAGNANO,Fraxinus excelsior,5,319,1.5673981191222568
653,RAVINA-ROMAGNANO,Malus floribunda,4,319,1.2539184952978055
654,RAVINA-ROMAGNANO,Acer pseudoplatanus,4,319,1.2539184952978055
655,RAVINA-ROMAGNANO,Quercus robur,4,319,1.2539184952978055
656,RAVINA-ROMAGNANO,Fraxinus angustifolia,3,319,0.9404388714733543
657,RAVINA-ROMAGNANO,Fraxinus,3,319,0.9404388714733543
658,RAVINA-ROMAGNANO,Liriodendron tulipifera,3,319,0.9404388714733543
659,RAVINA-ROMAGNANO,Aesculus hippocastanum,3,319,0.9404388714733543
660,RAVINA-ROMAGNANO,Abies alba,3,319,0.9404388714733543
661,RAVINA-ROMAGNANO,Robinia pseudoacacia,3,319,0.9404388714733543
662,RAVINA-ROMAGNANO,Prunus serrulata,2,319,0.6269592476489028
663,RAVINA-ROMAGNANO,Populus nigra,2,319,0.6269592476489028
664,RAVINA-ROMAGNANO,Ligustrum japonicum,2,319,0.6269592476489028
665,RAVINA-ROMAGNANO,Ligustrum lucidum,1,319,0.3134796238244514
666,RAVINA-ROMAGNANO,Ulmus glabra,1,319,0.3134796238244514
667,RAVINA-ROMAGNANO,Tamarix gallica,1,319,0.3134796238244514
668,RAVINA-ROMAGNANO,Sophora japonica,1,319,0.3134796238244514
669,RAVINA-ROMAGNANO,Quercus rubra,1,319,0.3134796238244514
670,RAVINA-ROMAGNANO,Pyrus calleryana,1,319,0.3134796238244514
671,RAVINA-ROMAGNANO,Magnolia grandiflora,1,319,0.3134796238244514
672,RAVINA-ROMAGNANO,Juglans nigra,1,319,0.3134796238244514
673,RAVINA-ROMAGNANO,Acer buergerianum,1,319,0.3134796238244514
674,RAVINA-ROMAGNANO,Ginkgo biloba,1,319,0.3134796238244514
675,RAVINA-ROMAGNANO,Crataegus,1,319,0.3134796238244514
676,RAVINA-ROMAGNANO,Cedrus atlantica,1,319,0.3134796238244514
677,RAVINA-ROMAGNANO,Catalpa bignonioides,1,319,0.3134796238244514
678,RAVINA-ROMAGNANO,Betula pendula,1,319,0.3134796238244514
679,RAVINA-ROMAGNANO,Acer saccharinum,1,319,0.3134796238244514
680,RAVINA-ROMAGNANO,Acer negundo,1,319,0.3134796238244514
681,RAVINA-ROMAGNANO,Acer campestre,1,319,0.3134796238244514
682,MEANO,Quercus robur,33,206,16.019417475728158
683,MEANO,Cupressus,20,206,9.70873786407767
684,MEANO,Fagus sylvatica,19,206,9.223300970873787
685,MEANO,Tilia x europaea,19,206,9.223300970873787
686,MEANO,Acer pseudoplatanus,16,206,7.766990291262135
687,MEANO,Pyrus calleryana,14,206,6.796116504854369
688,MEANO,Prunus avium,9,206,4.368932038834951
689,MEANO,Platanus x hispanica,9,206,4.368932038834951
690,MEANO,Celtis australis,9,206,4.368932038834951
691,MEANO,Betula pendula,6,206,2.912621359223301
692,MEANO,Cedrus libani,5,206,2.4271844660194173
693,MEANO,Alnus incana,5,206,2.4271844660194173
694,MEANO,Populus alba,4,206,1.9417475728155338
695,MEANO,Fraxinus excelsior,4,206,1.9417475728155338
696,MEANO,Picea abies,3,206,1.4563106796116505
697,MEANO,Cupressus sempervirens,3,206,1.4563106796116505
698,MEANO,Fagus,3,206,1.4563106796116505
699,MEANO,Sorbus torminalis,2,206,0.9708737864077669
700,MEANO,Davidia involucrata,2,206,0.9708737864077669
701,MEANO,Fraxinus angustifolia,2,206,0.9708737864077669
702,MEANO,Carpinus betulus,2,206,0.9708737864077669
703,MEANO,Malus floribunda,2,206,0.9708737864077669
704,MEANO,Ginkgo biloba,1,206,0.48543689320388345
705,MEANO,Quercus rubra,1,206,0.48543689320388345
706,MEANO,Quercus petraea,1,206,0.48543689320388345
707,MEANO,Pterocarya rhoifolia,1,206,0.48543689320388345
708,MEANO,Prunus dulcis,1,206,0.48543689320388345
709,MEANO,Prunus,1,206,0.48543689320388345
710,MEANO,Pinus nigra,1,206,0.48543689320388345
711,MEANO,Ostrya carpinifolia,1,206,0.48543689320388345
712,MEANO,Morus alba,1,206,0.48543689320388345
713,MEANO,Acer palmatum,1,206,0.48543689320388345
714,MEANO,Sorbus aucuparia,1,206,0.48543689320388345
715,MEANO,Abies alba,1,206,0.48543689320388345
716,MEANO,Sophora japonica,1,206,0.48543689320388345
717,MEANO,Tilia cordata,1,206,0.48543689320388345
718,MEANO,Ulmus minor,1,206,0.48543689320388345
719,BONDONE,Tilia x europaea,28,292,9.58904109589041
720,BONDONE,Pyrus calleryana,25,292,8.561643835616438
721,BONDONE,Cupressus sempervirens,24,292,8.21917808219178
722,BONDONE,Cupressus,23,292,7.876712328767123
723,BONDONE,Prunus avium,22,292,7.534246575342466
724,BONDONE,Aesculus hippocastanum,21,292,7.191780821917808
725,BONDONE,Picea abies,13,292,4.4520547945205475
726,BONDONE,Ostrya carpinifolia,11,292,3.767123287671233
727,BONDONE,Fagus,10,292,3.4246575342465753
728,BONDONE,Morus alba,9,292,3.0821917808219177
729,BONDONE,Tilia cordata,9,292,3.0821917808219177
730,BONDONE,Acer campestre,9,292,3.0821917808219177
731,BONDONE,Acer pseudoplatanus,8,292,2.73972602739726
732,BONDONE,Pinus nigra,8,292,2.73972602739726
733,BONDONE,Sophora japonica,7,292,2.3972602739726026
734,BONDONE,Liriodendron tulipifera,6,292,2.054794520547945
735,BONDONE,Cedrus deodara,5,292,1.7123287671232876
736,BONDONE,Juglans nigra,5,292,1.7123287671232876
737,BONDONE,Fagus sylvatica,4,292,1.36986301369863
738,BONDONE,Cupressus arizonica,4,292,1.36986301369863
739,BONDONE,Prunus,4,292,1.36986301369863
740,BONDONE,Tilia tomentosa,3,292,1.0273972602739725
741,BONDONE,Quercus rubra,3,292,1.0273972602739725
742,BONDONE,Robinia pseudoacacia,3,292,1.0273972602739725
743,BONDONE,Acer platanoides,3,292,1.0273972602739725
744,BONDONE,Carpinus betulus,3,292,1.0273972602739725
745,BONDONE,Cercis siliquastrum,3,292,1.0273972602739725
746,BONDONE,Cedrus atlantica,2,292,0.684931506849315
747,BONDONE,Prunus cerasifera,2,292,0.684931506849315
748,BONDONE,Platanus x hispanica,2,292,0.684931506849315
749,BONDONE,Abies pinsapo,1,292,0.3424657534246575
750,BONDONE,Acer buergerianum,1,292,0.3424657534246575
751,BONDONE,Sorbus thuringiaca,1,292,0.3424657534246575
752,BONDONE,Sorbus,1,292,0.3424657534246575
753,BONDONE,Acer negundo,1,292,0.3424657534246575
754,BONDONE,Pyrus,1,292,0.3424657534246575
755,BONDONE,Prunus serrulata,1,292,0.3424657534246575
756,BONDONE,Picea,1,292,0.3424657534246575
757,BONDONE,Ficus carica,1,292,0.3424657534246575
758,BONDONE,Cornus,1,292,0.3424657534246575
759,BONDONE,Celtis australis,1,292,0.3424657534246575
760,BONDONE,Betula nigra,1,292,0.3424657534246575
761,BONDONE,Acer tataricum ssp. ginnala,1,292,0.3424657534246575
762,MATTARELLO,Cupressus,25,264,9.469696969696969
763,MATTARELLO,Celtis australis,25,264,9.469696969696969
764,MATTARELLO,Crataegus,21,264,7.954545454545454
765,MATTARELLO,Carpinus betulus,13,264,4.924242424242424
766,MATTARELLO,Quercus robur,13,264,4.924242424242424
767,MATTARELLO,Sophora japonica,13,264,4.924242424242424
768,MATTARELLO,Betula pendula,12,264,4.545454545454546
769,MATTARELLO,Acer palmatum,12,264,4.545454545454546
770,MATTARELLO,Ulmus minor,9,264,3.4090909090909087
771,MATTARELLO,Fagus sylvatica,9,264,3.4090909090909087
772,MATTARELLO,Prunus cerasifera,8,264,3.0303030303030303
773,MATTARELLO,Cercis siliquastrum,7,264,2.6515151515151514
774,MATTARELLO,Liriodendron tulipifera,6,264,2.272727272727273
775,MATTARELLO,Fraxinus excelsior,6,264,2.272727272727273
776,MATTARELLO,Malus floribunda,6,264,2.272727272727273
777,MATTARELLO,Platanus x hispanica,6,264,2.272727272727273
778,MATTARELLO,Tilia cordata,6,264,2.272727272727273
779,MATTARELLO,Tilia x europaea,5,264,1.893939393939394
780,MATTARELLO,Ostrya carpinifolia,4,264,1.5151515151515151
781,MATTARELLO,Metasequoia glyptostroboides,4,264,1.5151515151515151
782,MATTARELLO,Pinus nigra,3,264,1.1363636363636365
783,MATTARELLO,Parrotia persica,3,264,1.1363636363636365
784,MATTARELLO,Cedrus deodara,3,264,1.1363636363636365
785,MATTARELLO,Prunus avium,3,264,1.1363636363636365
786,MATTARELLO,Wisteria sinensis,2,264,0.7575757575757576
787,MATTARELLO,Fagus,2,264,0.7575757575757576
788,MATTARELLO,Jasminum,2,264,0.7575757575757576
789,MATTARELLO,Koelreuteria paniculata,2,264,0.7575757575757576
790,MATTARELLO,Larix decidua,2,264,0.7575757575757576
791,MATTARELLO,Maclura pomifera,2,264,0.7575757575757576
792,MATTARELLO,Pseudotsuga menziesii,2,264,0.7575757575757576
793,MATTARELLO,Picea abies,2,264,0.7575757575757576
794,MATTARELLO,Cedrus atlantica,2,264,0.7575757575757576
795,MATTARELLO,Catalpa bignonioides,2,264,0.7575757575757576
796,MATTARELLO,Acer saccharinum,2,264,0.7575757575757576
797,MATTARELLO,Acer platanoides,2,264,0.7575757575757576
798,MATTARELLO,Acer campestre,2,264,0.7575757575757576
799,MATTARELLO,Abies alba,2,264,0.7575757575757576
800,MATTARELLO,Acer pseudoplatanus,1,264,0.3787878787878788
801,MATTARELLO,Acacia,1,264,0.3787878787878788
802,MATTARELLO,Abies nordmanniana,1,264,0.3787878787878788
803,MATTARELLO,Aesculus hippocastanum,1,264,0.3787878787878788
804,MATTARELLO,Cornus mas,1,264,0.3787878787878788
805,MATTARELLO,Cupressus sempervirens,1,264,0.3787878787878788
806,MATTARELLO,Magnolia,1,264,0.3787878787878788
807,MATTARELLO,Sorbus aucuparia,1,264,0.3787878787878788
808,MATTARELLO,Robinia pseudoacacia,1,264,0.3787878787878788
809,MATTARELLO,Quercus rubra,1,264,0.3787878787878788
810,MATTARELLO,Quercus petraea,1,264,0.3787878787878788
811,MATTARELLO,Pinus,1,264,0.3787878787878788
812,MATTARELLO,Picea glauca,1,264,0.3787878787878788
813,MATTARELLO,Malus,1,264,0.3787878787878788
814,POVO,Prunus avium,23,189,12.16931216931217
815,POVO,Celtis australis,21,189,11.11111111111111
816,POVO,Ostrya carpinifolia,17,189,8.994708994708994
817,POVO,Tilia x europaea,16,189,8.465608465608465
818,POVO,Cupressus,14,189,7.4074074074074066
819,POVO,Aesculus hippocastanum,13,189,6.878306878306878
820,POVO,Acer palmatum,12,189,6.349206349206349
821,POVO,Liriodendron tulipifera,10,189,5.291005291005291
822,POVO,Acer pseudoplatanus,8,189,4.232804232804233
823,POVO,Acer campestre,7,189,3.7037037037037033
824,POVO,Sorbus,5,189,2.6455026455026456
825,POVO,Pinus nigra,4,189,2.1164021164021163
826,POVO,Cupressus sempervirens,4,189,2.1164021164021163
827,POVO,Betula,4,189,2.1164021164021163
828,POVO,Cedrus deodara,3,189,1.5873015873015872
829,POVO,Sophora japonica,3,189,1.5873015873015872
830,POVO,Prunus serrulata,3,189,1.5873015873015872
831,POVO,Malus,3,189,1.5873015873015872
832,POVO,Betula pendula,3,189,1.5873015873015872
833,POVO,Corylus colurna,3,189,1.5873015873015872
834,POVO,Platanus x hispanica,2,189,1.0582010582010581
835,POVO,Corylus maxima,2,189,1.0582010582010581
836,POVO,Parrotia persica,1,189,0.5291005291005291
837,POVO,Juglans,1,189,0.5291005291005291
838,POVO,Fraxinus angustifolia,1,189,0.5291005291005291
839,POVO,Fagus sylvatica,1,189,0.5291005291005291
840,POVO,Carpinus betulus,1,189,0.5291005291005291
841,POVO,Acer,1,189,0.5291005291005291
842,POVO,Pinus sylvestris,1,189,0.5291005291005291
843,POVO,Prunus cerasifera,1,189,0.5291005291005291
844,POVO,Tilia cordata,1,189,0.5291005291005291
845,SARDAGNA,Acer pseudoplatanus,11,38,28.947368421052634
846,SARDAGNA,Parrotia persica,9,38,23.684210526315788
847,SARDAGNA,Robinia pseudoacacia,6,38,15.789473684210526
848,SARDAGNA,Cupressus,6,38,15.789473684210526
849,SARDAGNA,Acer platanoides,2,38,5.263157894736842
850,SARDAGNA,Prunus serrulata,1,38,2.631578947368421
851,SARDAGNA,Ostrya carpinifolia,1,38,2.631578947368421
852,SARDAGNA,Morus nigra,1,38,2.631578947368421
853,SARDAGNA,Pseudotsuga menziesii,1,38,2.631578947368421
