Tree ID,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2)
5450,4,1.2,2.5,4.9,7
5451,6.9,2.1,5.7,25.9,58.7
5452,8,2.4,8,50.3,118.2
5453,12,3.6,6,28.3,93.6
5454,5.2,1.6,3.4,9.1,16.3
5456,7,2.1,7,38.5,87
5457,4,1.2,2,3.1,4.6
5458,5,1.5,4,12.6,21.8
5459,6,1.8,1.5,1.8,3.8
5460,4,1.2,1.5,1.8,2.7
5461,6,1.8,1.5,1.8,4.5
5462,6,1.8,1.5,1.8,5.4
5463,6,1.8,2,3.1,6.5
5464,3.5,1,1.5,1.8,2.6
5465,3.5,1,1.5,1.8,3.2
5466,4,1.2,2,3.1,4.6
5467,8,2.4,4,12.6,30.4
5468,12,3.6,8,50.3,150.4
5469,5,1.5,1,0.8,3
5470,6,1.8,2,3.1,6.7
5471,6,1.8,2,3.1,8.1
5472,6,1.8,4,12.6,20
5473,8,2.4,5,19.6,50.2
5474,8,2.4,4,12.6,24.2
5475,8,2.4,4,12.6,29.3
5476,8,2.4,4,12.6,32.9
5477,8,2.4,4,12.6,32.9
5478,8,2.4,4,12.6,30.4
5479,8,2.4,4,12.6,30.4
5480,8,2.4,5,19.6,38.6
5481,6,1.8,4,12.6,26
5482,6,1.8,2,3.1,6.7
5483,8,2.4,4,12.6,32.9
5484,6,1.8,4,12.6,24.4
5485,10,3,5,19.6,62.3
5486,9,2.7,5,19.6,42
5487,8,2.4,4,12.6,22.8
5488,7,2.1,4,12.6,19.9
5489,6,1.8,4,12.6,21.6
5495,6,1.8,7,38.5,99.7
5496,4,1.2,2,3.1,4
5497,4,1.2,2,3.1,3.8
5498,4,1.2,2,3.1,3.5
5499,5,1.5,2,3.1,3.8
5500,7,2.1,2,3.1,5.8
5501,7,2.1,2,3.1,5.4
5502,5,1.5,2,3.1,5
5506,6,1.8,4,12.6,16.8
5507,9,2.7,6,28.3,68.3
5508,8,2.4,6,28.3,49.4
5510,8,2.4,8,50.3,111.9
5511,7.5,2.3,6,28.3,63.7
5512,7,2.1,5,19.6,44.6
5513,6,1.8,5,19.6,42.3
5514,7,2.1,5,19.6,37.2
5515,6,1.8,5,19.6,37.4
5516,6,1.8,5,19.6,42.3
5517,6,1.8,3,7.1,14
5518,5,1.5,3.5,9.6,17.8
5519,5,1.5,3,7.1,11.8
5520,4.5,1.3,2.5,4.9,11.1
5521,4.5,1.3,2.5,4.9,10.4
5522,3,0.9,1,0.8,2.7
5523,5,1.5,2.5,4.9,9
5524,9,2.7,9,63.6,234.7
5525,8,2.4,8,50.3,177.9
5526,6,1.8,3,7.1,13.2
5527,2,0.6,1,0.8,1.5
5528,5,1.5,3,7.1,15.1
5529,5,1.5,3,7.1,12.8
5530,5,1.5,3,7.1,13.9
5531,5,1.5,3,7.1,12.8
5532,5,1.5,3,7.1,16.4
5533,5,1.5,3,7.1,15.8
5534,5,1.5,3,7.1,14.2
5535,5,1.5,3,7.1,15.8
5536,5,1.5,3,7.1,15.4
5537,5,1.5,3,7.1,15.8
5538,4,1.2,2,3.1,7.5
5539,5,1.5,3,7.1,11.9
5540,5,1.5,3,7.1,11.9
5541,3,0.9,2,3.1,5.9
5542,6,1.8,3,7.1,16.9
5543,5,1.5,3,7.1,12.4
5544,4,1.2,2.5,4.9,6.5
5545,4,1.2,2.5,4.9,7.3
5546,3.5,1,1.5,1.8,2.9
5547,3.5,1,1.5,1.8,2.7
5548,12,3.6,7,38.5,118.8
5549,11,3.3,7,38.5,114.2
5550,11,3.3,6,28.3,75.7
5551,4,1.2,2,3.1,4.7
5554,12,3.6,8,50.3,167.9
5555,10,3,7,38.5,91.9
5556,10,3,7,38.5,82.1
5557,6,1.8,4,12.6,18.9
5560,5,1.5,3.5,9.6,16.3
5561,3.5,1,1.5,1.8,3.2
5562,3.5,1,2,3.1,4.5
5564,7,2.1,6,28.3,46.6
5565,7,2.1,6,28.3,46.6
5567,9,2.7,8,50.3,145.3
5569,4,1.2,1.5,1.8,3.1
5570,4,1.2,1.5,1.8,2.9
5571,9,2.7,7,38.5,105.6
5572,7,2.1,5,19.6,43.1
5573,7,2.1,5,19.6,48.7
5574,7,2.1,4,12.6,28.6
5575,7,2.1,3,7.1,16
5576,7,2.1,4,12.6,31.9
5577,7,2.1,4,12.6,31.9
5578,7,2.1,4,12.6,26.4
5579,7,2.1,4,12.6,31.9
5580,7,2.1,3,7.1,18
5581,7,2.1,4,12.6,31.9
5582,7,2.1,3,7.1,18
5583,7,2.1,3,7.1,16
5584,6,1.8,4,12.6,23.8
5586,4,1.2,2.5,4.9,7.7
5587,4,1.2,3,7.1,12.4
5588,5,1.5,4,12.6,22
5589,7,2.1,6,28.3,56.5
5590,7,2.1,6,28.3,76.2
5591,6.9,2.1,5.7,25.9,54.6
5592,6.9,2.1,5.7,25.9,70.9
5593,6.9,2.1,5.7,25.9,70.9
5594,6.9,2.1,5.7,25.9,70.9
5595,6.9,2.1,5.7,25.9,70.9
5597,7.6,2.3,4.8,17.8,36
5598,11,3.3,5,19.6,58.3
5599,10,3,12,113.1,434.1
5600,7,2.1,5,19.6,41.4
5601,10.3,3.1,6.6,34.3,121
5602,10.3,3.1,6.6,34.3,93.2
5603,10.3,3.1,6.6,34.3,114.1
5604,10.3,3.1,6.6,34.3,114.1
5605,8.4,2.5,6.4,32.7,107
5606,8.4,2.5,6.4,32.7,129.2
5607,8.4,2.5,6.4,32.7,99.5
5608,8.4,2.5,6.4,32.7,99.5
5609,8.4,2.5,6.4,32.7,107
5610,8.4,2.5,6.4,32.7,129.2
5611,8.4,2.5,6.4,32.7,129.2
5612,8.4,2.5,6.4,32.7,99.5
5613,8.4,2.5,6.4,32.7,129.2
5614,9,2.7,6,28.3,103.8
5615,12,3.6,9,63.6,263.5
5616,9.5,2.8,7,38.5,133.7
5617,10,3,7,38.5,134.5
5618,9,2.7,5,19.6,66.3
5619,10,3,6,28.3,101
5620,9.5,2.8,7,38.5,130
5621,13.7,4.1,7.7,46.2,179.1
5622,13.7,4.1,7.7,46.2,219.2
5623,13.7,4.1,7.7,46.2,179.1
5624,13.7,4.1,7.7,46.2,205.9
5625,13.7,4.1,7.7,46.2,179.1
5626,13.7,4.1,7.7,46.2,232.6
5627,13.7,4.1,7.7,46.2,192.5
5628,13.7,4.1,7.7,46.2,205.9
5629,12,3.6,5,19.6,55.9
5630,6,1.8,6,28.3,59.9
5631,14,4.2,7,38.5,140.6
5632,14,4.2,5,19.6,63.6
5633,17,5.1,9,63.6,206.1
5634,14,4.2,8,50.3,198.5
5635,11,3.3,6,28.3,63.3
5636,13,3.9,12,113.1,296.7
5637,6,1.8,2.5,4.9,8.3
5638,6,1.8,2.5,4.9,6.7
5639,8,2.4,6,28.3,51.6
5640,14,4.2,5,19.6,69
5641,8,2.4,5,19.6,38.6
5642,12,3.6,5,19.6,56.7
5643,12,3.6,4,12.6,27.8
5644,12,3.6,4,12.6,30.5
5645,10.5,3.2,9,63.6,190.7
5646,6,1.8,2.5,4.9,9.4
5647,6,1.8,3,7.1,9.8
5648,6,1.8,2.5,4.9,8.4
5649,8.3,2.5,4.7,17.2,38.9
5650,10,3,6,28.3,64.4
5651,12,3.6,4,12.6,29.9
5652,12,3.6,4,12.6,26.6
5653,14,4.2,5,19.6,77.8
5654,14,4.2,5,19.6,71.6
5655,14,4.2,8,50.3,160.8
5656,8.3,2.5,4.7,17.2,38.9
5657,12,3.6,4,12.6,34.5
5658,12,3.6,6,28.3,69.5
5659,14,4.2,8,50.3,171.3
5660,10,3,4,12.6,25.3
5661,12,3.6,10,78.5,214.7
5662,14,4.2,5,19.6,63.6
5663,10,3,4,12.6,29
5664,13,3.9,8,50.3,185.2
5665,14,4.2,8,50.3,218.6
5666,13,3.9,8,50.3,226.4
5667,7,2.1,6,28.3,53.2
5668,14,4.2,4,12.6,48.9
5669,7,2.1,4,12.6,32.1
5670,8,2.4,10,78.5,235.9
5671,6.2,1.9,3.6,10.1,19.7
5672,11,3.3,6,28.3,96.7
5673,12,3.6,10,78.5,311.2
5674,6.2,1.9,3.6,10.1,25.6
5676,17.1,5.1,8.7,59.1,260.1
5677,20,6,15,176.7,359.4
5678,12,3.6,10,78.5,246.1
5679,17.1,5.1,8.7,59.1,200.3
5680,14,4.2,16,201.1,462.2
5681,20,6,10,78.5,305.5
5682,20,6,10,78.5,345.1
5683,20,6,10,78.5,305.5
5684,15,4.5,11,95,374.4
5685,14,4.2,12,113.1,362.4
5686,18.9,5.7,9.4,68.8,270.7
5688,23,6.9,15,176.7,513.1
5689,18.9,5.7,9.4,68.8,327.2
5690,18.9,5.7,9.4,68.8,308.4
5691,18.9,5.7,9.4,68.8,327.2
5692,18.9,5.7,9.4,68.8,251.9
5693,18.9,5.7,9.4,68.8,289.5
5694,18.9,5.7,9.4,68.8,251.9
5695,18.9,5.7,9.4,68.8,308.4
5696,18.9,5.7,9.4,68.8,327.2
5697,18.9,5.7,9.4,68.8,289.5
5698,18.9,5.7,9.4,68.8,327.2
5699,18.9,5.7,9.4,68.8,289.5
5700,13,3.9,6,28.3,88.3
5701,18.9,5.7,9.4,68.8,289.5
5702,26,7.8,12,113.1,389.3
5703,18.9,5.7,9.4,68.8,308.4
5704,24,7.2,12,113.1,322.4
5705,18,5.4,8,50.3,205.9
5706,18,5.4,12,113.1,341.8
5708,18.9,5.7,9.4,68.8,327.2
5709,18.9,5.7,9.4,68.8,327.2
5710,18.9,5.7,9.4,68.8,327.2
5711,18.9,5.7,9.4,68.8,270.7
5712,18.9,5.7,9.4,68.8,327.2
5713,21,6.3,7,38.5,173.5
5714,18.9,5.7,9.4,68.8,327.2
5715,18.9,5.7,9.4,68.8,327.2
5716,18.9,5.7,9.4,68.8,251.9
5717,18.9,5.7,9.4,68.8,270.7
5718,18.9,5.7,9.4,68.8,251.9
5719,18.9,5.7,9.4,68.8,327.2
5720,18.9,5.7,9.4,68.8,327.2
5721,18.9,5.7,9.4,68.8,327.2
5722,22,6.6,12,113.1,416.1
5723,14,4.2,8,50.3,194.8
5724,22,6.6,10,78.5,358.2
5725,14,4.2,8,50.3,177.8
5726,14,4.2,10,78.5,265.1
5727,14,4.2,8,50.3,180
5728,14,4.2,8,50.3,159.3
5729,20,6,8,50.3,162.9
5730,18.9,5.7,9.4,68.8,270.7
5731,14,4.2,8,50.3,175.7
5732,20,6,10,78.5,345.1
5733,20,6,10,78.5,285.6
5734,20,6,10,78.5,305.5
5735,18,5.4,14,153.9,311.8
5736,17,5.1,12,113.1,361.3
5737,13,3.9,7,38.5,119.4
5738,20,6,16,201.1,508.3
5739,22,6.6,10,78.5,378.2
5740,18.9,5.7,9.4,68.8,327.2
5741,18.9,5.7,9.4,68.8,289.5
5742,18.9,5.7,9.4,68.8,308.4
5743,18.9,5.7,9.4,68.8,270.7
5745,18.9,5.7,9.4,68.8,251.9
5746,18.9,5.7,9.4,68.8,327.2
5747,18.9,5.7,9.4,68.8,327.2
5748,18,5.4,15,176.7,462.6
5749,18,5.4,14,153.9,420.7
5750,18,5.4,14,153.9,402.5
5751,15,4.5,7,38.5,141.5
5752,18,5.4,14,153.9,420.7
5753,18.6,5.6,9.3,67.9,299.6
5754,20.6,6.2,10.9,94,393.5
5755,20.6,6.2,10.9,94,321.5
5756,20.6,6.2,10.9,94,417.5
5757,20.6,6.2,10.9,94,345.5
5758,20.6,6.2,10.9,94,417.5
5759,20.6,6.2,10.9,94,345.5
5760,20.6,6.2,10.9,94,321.5
5761,20.6,6.2,10.9,94,417.5
5762,20.6,6.2,10.9,94,369.5
5763,20.6,6.2,10.9,94,345.5
5764,20.6,6.2,10.9,94,321.5
5765,20.6,6.2,10.9,94,393.5
5766,20.6,6.2,10.9,94,393.5
5767,12,3.6,7,38.5,89.4
5768,20.6,6.2,10.9,94,417.5
5769,20.6,6.2,10.9,94,417.5
5770,20.6,6.2,10.9,94,417.5
5771,20.6,6.2,10.9,94,369.5
5772,20.6,6.2,10.9,94,321.5
5773,20.6,6.2,10.9,94,417.5
5774,20.6,6.2,10.9,94,417.5
5775,20.6,6.2,10.9,94,417.5
5776,20.6,6.2,10.9,94,345.5
5777,20.6,6.2,10.9,94,345.5
5778,20.6,6.2,10.9,94,417.5
5779,20.6,6.2,10.9,94,369.5
5780,20.6,6.2,10.9,94,417.5
5781,4.4,1.3,4.6,16.4,23.6
5782,20.6,6.2,10.9,94,393.5
5783,20.6,6.2,10.9,94,393.5
5784,20.6,6.2,10.9,94,393.5
5785,20.6,6.2,10.9,94,417.5
5786,20.6,6.2,10.9,94,417.5
5787,20.6,6.2,10.9,94,393.5
5788,17,5.1,8,50.3,193.4
5789,20.6,6.2,10.9,94,417.5
5790,20.6,6.2,10.9,94,345.5
5791,20,6,12,113.1,468.2
5792,15,4.5,11,95,388
5793,15,4.5,12,113.1,405
5794,15,4.5,11,95,411.7
5795,13,3.9,11.5,103.9,429.6
5796,13,3.9,12,113.1,459.5
5797,15,4.5,11,95,411.7
5798,13,3.9,12,113.1,390
5799,15,4.5,12,113.1,418.4
5800,13,3.9,12,113.1,444.2
5801,14,4.2,12,113.1,470.5
5802,15,4.5,12,113.1,481.3
5803,15,4.5,13,132.7,394.6
5804,13,3.9,12,113.1,465.5
5805,13,3.9,11,95,402.3
5806,14,4.2,12,113.1,467.6
5807,15,4.5,11.5,103.9,373.5
5808,14,4.2,12,113.1,452.4
5809,14,4.2,12,113.1,464.6
5810,8.3,2.5,6.7,35.2,102.8
5811,14,4.2,11.5,103.9,413.8
5812,13,3.9,11,95,416.1
5813,15,4.5,11,95,354.6
5814,14,4.2,11,95,399.2
5815,14,4.2,12,113.1,479.1
5817,14,4.2,12,113.1,467.6
5818,14,4.2,12,113.1,369
5819,15,4.5,13,132.7,526.4
5821,14,4.2,12.5,122.7,457.6
5822,14,4.2,12.5,122.7,469
5823,13,3.9,11,95,418.7
5824,8.3,2.5,6.7,35.2,91
5825,14,4.2,12,113.1,373.3
5826,8.3,2.5,6.7,35.2,102.8
5827,13,3.9,12.5,122.7,420.7
5828,13,3.9,12,113.1,454.8
5830,14,4.2,12,113.1,449.3
5831,3.5,1,1.5,1.8,2.9
5832,13,3.9,11.5,103.9,365.2
5833,14,4.2,12,113.1,492.9
5835,11,3.3,9,63.6,229.9
5836,11,3.3,8,50.3,141.8
5838,8.3,2.5,6.7,35.2,102.8
5839,8.3,2.5,6.7,35.2,79.2
5840,8.3,2.5,6.7,35.2,79.2
5841,15,4.5,12,113.1,399.4
5842,15,4.5,12,113.1,373.5
5843,15,4.5,12,113.1,425.4
5844,15,4.5,12,113.1,451.3
5845,15,4.5,12,113.1,425.4
5846,15,4.5,12,113.1,347.6
5847,15,4.5,12,113.1,290.2
5848,8.3,2.5,6.7,35.2,85.1
5849,8.3,2.5,6.7,35.2,79.2
5850,8.3,2.5,6.7,35.2,102.8
5851,8.3,2.5,6.7,35.2,79.2
5852,8.3,2.5,6.7,35.2,79.2
5853,8.3,2.5,6.7,35.2,91
5854,8.3,2.5,6.7,35.2,79.2
5855,8.3,2.5,6.7,35.2,79.2
5856,8.3,2.5,6.7,35.2,102.8
5857,8.3,2.5,6.7,35.2,96.9
5858,8.3,2.5,6.7,35.2,96.9
5859,8.3,2.5,6.7,35.2,85.1
5860,8.3,2.5,6.7,35.2,85.1
5861,8.3,2.5,6.7,35.2,102.8
5862,8.3,2.5,6.7,35.2,102.8
5863,8.3,2.5,6.7,35.2,102.8
5864,8.3,2.5,6.7,35.2,96.9
5865,8.3,2.5,6.7,35.2,102.8
5866,8.3,2.5,6.7,35.2,91
5867,8.3,2.5,6.7,35.2,91
5868,8.3,2.5,6.7,35.2,91
5869,8.3,2.5,6.7,35.2,79.2
5870,8.3,2.5,6.7,35.2,96.9
5871,8.3,2.5,6.7,35.2,85.1
5872,14,4.2,8,50.3,165.1
5873,3.5,1,1,0.8,2.5
5874,12,3.6,9,63.6,203.2
5875,12,3.6,9,63.6,248.7
5876,6,1.8,8,50.3,117.5
5877,12,3.6,10,78.5,245.6
5878,12,3.6,10,78.5,329.3
5879,14,4.2,12,113.1,479.1
5880,13,3.9,10,78.5,316.5
5881,12,3.6,11,95,352.5
5882,13,3.9,11,95,320.4
5883,13,3.9,11.5,103.9,432.6
5884,7,2.1,7,38.5,103.7
5885,11.5,3.4,10.5,86.6,313.2
5886,6,1.8,6,28.3,55.2
5887,13,3.9,12.5,122.7,366.7
5888,13,3.9,12,113.1,447.2
5889,15,4.5,11,95,351.1
5890,13,3.9,11.5,103.9,348
5891,19,5.7,11.5,103.9,390.6
5892,12,3.6,11.5,103.9,350.3
5893,12,3.6,12,113.1,368.4
5894,12,3.6,12.5,122.7,388.4
5895,12,3.6,11,95,389.1
5896,12,3.6,12,113.1,342.8
5897,12,3.6,12,113.1,451.4
5898,12,3.6,12,113.1,445.2
5899,12,3.6,12,113.1,445.2
5900,14,4.2,11,95,308.9
5901,18,5.4,11,95,398.9
5902,15,4.5,12,113.1,354.8
5903,15,4.5,12.5,122.7,489.4
5904,13,3.9,12.5,122.7,479.2
5905,13,3.9,12,113.1,427.4
5906,15,4.5,11,95,317.1
5907,20,6,12,113.1,363
5908,8,2.4,5.5,23.8,44.9
5909,15,4.5,12,113.1,451.3
5910,15,4.5,12,113.1,373.5
5911,15,4.5,12,113.1,451.3
5912,6,1.8,6,28.3,49.1
5913,15,4.5,12,113.1,451.3
5914,6,1.8,6,28.3,53.6
5915,4.5,1.3,4,12.6,19.9
5916,4.5,1.3,4,12.6,20.5
5917,4.5,1.3,4,12.6,20.9
5918,4.5,1.3,4,12.6,20.9
5919,4.5,1.3,4,12.6,18.5
5920,6,1.8,6,28.3,58.2
5921,6,1.8,6,28.3,66.8
5922,13,3.9,10,78.5,224.5
5923,6,1.8,6,28.3,60.6
5924,5,1.5,5,19.6,35
5925,5,1.5,5,19.6,27
5926,5,1.5,5,19.6,33
5927,8.3,2.5,6.7,35.2,102.8
5928,8.3,2.5,6.7,35.2,91
5929,8.3,2.5,6.7,35.2,102.8
5930,6,1.8,6,28.3,49.2
5931,8.3,2.5,6.7,35.2,102.8
5932,8.3,2.5,6.7,35.2,102.8
5933,8.3,2.5,6.7,35.2,85.1
5934,8.3,2.5,6.7,35.2,91
5935,8.3,2.5,6.7,35.2,102.8
5936,8.3,2.5,6.7,35.2,102.8
5937,6,1.8,6,28.3,53.6
5938,6,1.8,6,28.3,60.6
5939,5,1.5,3.5,9.6,12.5
5940,4.5,1.3,3.5,9.6,15.3
5941,5.5,1.7,4,12.6,22.7
5942,6,1.8,3.5,9.6,14.3
5943,8.3,2.5,6.7,35.2,102.8
5944,10,3,9,63.6,205.4
5945,11,3.3,10,78.5,304.9
5946,12.5,3.8,11,95,327.2
5947,13,3.9,11,95,326.2
5948,15,4.5,12,113.1,373.5
5949,11,3.3,8,50.3,160.4
5950,10,3,6,28.3,61.9
5951,9,2.7,5,19.6,40.8
5952,11,3.3,9,63.6,234.4
5953,12,3.6,9,63.6,209.5
5954,6,1.8,6,28.3,47.5
5955,5,1.5,4,12.6,17.6
5956,7.5,2.3,6,28.3,43.8
5957,7.5,2.3,6,28.3,58.3
5958,12,3.6,12,113.1,362.8
5959,14,4.2,11,95,290.9
5960,15,4.5,13,132.7,376.6
5961,13,3.9,9,63.6,261.7
5963,8.3,2.5,6.7,35.2,91
5964,13,3.9,10,78.5,321
5965,11,3.3,4,12.6,31.6
5966,11,3.3,4,12.6,23.8
5967,11,3.3,7,38.5,88.2
5968,11,3.3,7,38.5,97.7
5969,11,3.3,9,63.6,186.5
5970,8.3,2.5,6.7,35.2,91
5971,8.3,2.5,6.7,35.2,96.9
5972,10,3,7,38.5,141.7
5973,10,3,7,38.5,125.8
5974,8,2.4,8,50.3,141
5975,9,2.7,8,50.3,156.5
5976,10,3,9,63.6,216.4
5977,11,3.3,10,78.5,265.1
5978,11,3.3,9,63.6,229.9
5979,10,3,8,50.3,177.2
5980,10,3,8,50.3,172
5981,10,3,8,50.3,182.4
5982,10,3,8,50.3,145
5983,10,3,8,50.3,175.4
5984,12,3.6,8,50.3,201.7
5985,12,3.6,9,63.6,257.5
5986,12,3.6,9,63.6,267.3
5987,8,2.4,6,28.3,73.2
5988,12,3.6,9,63.6,274.1
5989,4,1.2,4,12.6,17.8
5990,10,3,8,50.3,171.7
5991,14,4.2,7,38.5,134.8
5992,14,4.2,8,50.3,178
5993,8.5,2.6,6,28.3,63.4
5994,4.5,1.3,3.3,8.5,12.5
5995,12.5,3.8,3.7,10.6,35.1
5996,12.5,3.8,3.7,10.6,28.7
5997,12.5,3.8,3.7,10.6,37.3
5998,12.5,3.8,3.7,10.6,37.3
5999,12.5,3.8,3.7,10.6,28.7
6000,12.5,3.8,3.7,10.6,35.1
6001,12.5,3.8,3.7,10.6,30.8
6002,12.5,3.8,3.7,10.6,30.8
6003,6.7,2,4.9,19.2,40.3
6004,12.5,3.8,3.7,10.6,37.3
6005,12.5,3.8,3.7,10.6,37.3
6006,12.5,3.8,3.7,10.6,37.3
6007,12.5,3.8,3.7,10.6,37.3
6008,4,1.2,3,7.1,8.3
6009,6,1.8,5,19.6,31.1
6010,8,2.4,6,28.3,70.9
6011,5,1.5,3,7.1,13.5
6012,7,2.1,7,38.5,106.9
6013,6,1.8,6,28.3,63.7
6014,6,1.8,6,28.3,63.7
6015,6,1.8,6,28.3,62.4
6016,4,1.2,2.5,4.9,8.7
6017,4,1.2,2,3.1,6.1
6018,5.9,1.8,4.2,13.8,21.9
6019,6,1.8,5,19.6,37.8
6020,13,3.9,8,50.3,226.4
6021,4,1.2,2.5,4.9,5.4
6022,4,1.2,2.5,4.9,4.8
6023,4,1.2,2.3,4,4
6024,4,1.2,2.3,4,4.8
6025,4,1.2,2.3,4,4
6026,4,1.2,2.3,4,4.8
6027,8,2.4,2,3.1,9.3
6028,8,2.4,2,3.1,8.7
6029,9,2.7,1.5,1.8,7
6030,8,2.4,2,3.1,10.5
6031,8,2.4,2,3.1,8.7
6032,8,2.4,2,3.1,10.5
6033,8,2.4,2,3.1,10.5
6034,8,2.4,2,3.1,8.1
6035,8,2.4,2,3.1,9.9
6036,8,2.4,2,3.1,9.9
6037,8,2.4,2,3.1,8.7
6038,8,2.4,2,3.1,10.5
6039,8,2.4,2,3.1,9.3
6040,8,2.4,2,3.1,8.7
6041,8,2.4,2,3.1,9.3
6042,8,2.4,2,3.1,9.9
6043,8,2.4,2,3.1,10.5
6044,8,2.4,2,3.1,8.1
6045,8,2.4,2,3.1,8.7
6046,8,2.4,2,3.1,10.5
6047,8,2.4,2,3.1,10.5
6048,8,2.4,2,3.1,9.9
6049,8,2.4,2,3.1,8.1
6050,8,2.4,2,3.1,10.5
6051,8,2.4,2,3.1,10.5
6052,8,2.4,2,3.1,10.5
6053,8,2.4,2,3.1,8.1
6054,8,2.4,2,3.1,9.3
6055,8,2.4,2,3.1,9.9
6056,8,2.4,2,3.1,9.9
6057,8,2.4,2,3.1,10.5
6058,8,2.4,2,3.1,8.7
6059,8,2.4,2,3.1,10.5
6060,8,2.4,2,3.1,10.5
6061,8,2.4,2,3.1,9.3
6062,8,2.4,2,3.1,10.5
6063,8,2.4,2,3.1,8.7
6064,8,2.4,2,3.1,8.1
6065,8,2.4,2,3.1,9.3
6066,11,3.3,11,95,226.9
6067,7.7,2.3,5.3,22.3,39.4
6069,5,1.5,2.5,4.9,8.7
6070,6.9,2.1,4.4,15.4,35.7
6071,6.9,2.1,4.4,15.4,35.7
6072,11,3.3,8,50.3,181.2
6073,4.4,1.3,4.6,16.4,25.3
6074,4.4,1.3,4.6,16.4,30.6
6075,13,3.9,12,113.1,483.8
6076,4,1.2,2,3.1,6.9
6077,9,2.7,6,28.3,67.5
6078,10,3,7,38.5,120
6079,9,2.7,6,28.3,81.5
6080,12,3.6,5,19.6,56.4
6081,9,2.7,8,50.3,160.7
6082,4,1.2,10,78.5,208.5
6083,6,1.8,6,28.3,69.6
6084,6.7,2,4.9,19.2,40.3
6085,6.7,2,4.9,19.2,40.3
6086,6.7,2,4.9,19.2,40.3
6087,6.7,2,4.9,19.2,31.1
6088,6.7,2,4.9,19.2,33.4
6089,6.7,2,4.9,19.2,40.3
6090,6.7,2,4.9,19.2,40.3
6091,6.7,2,4.9,19.2,40.3
6092,6.7,2,4.9,19.2,38
6093,6.7,2,4.9,19.2,31.1
6094,6.7,2,4.9,19.2,38
6095,6.7,2,4.9,19.2,38
6096,6.7,2,4.9,19.2,35.7
6097,6.7,2,4.9,19.2,40.3
6098,6.7,2,4.9,19.2,40.3
6099,6.7,2,4.9,19.2,38
6100,6.7,2,4.9,19.2,40.3
6101,6.7,2,4.9,19.2,35.7
6102,6.7,2,4.9,19.2,40.3
6103,6.7,2,4.9,19.2,33.4
6104,6.7,2,4.9,19.2,31.1
6105,6.7,2,4.9,19.2,35.7
6106,6.7,2,4.9,19.2,31.1
6107,6.7,2,4.9,19.2,40.3
6108,6.7,2,4.9,19.2,40.3
6109,6.7,2,4.9,19.2,40.3
6110,6.7,2,4.9,19.2,40.3
6111,6.7,2,4.9,19.2,40.3
6112,6.7,2,4.9,19.2,33.4
6113,6.7,2,4.9,19.2,40.3
6114,6.7,2,4.9,19.2,40.3
6115,6.7,2,4.9,19.2,40.3
6116,6.7,2,4.9,19.2,35.7
6117,6.7,2,4.9,19.2,35.7
6118,6.7,2,4.9,19.2,33.4
6119,6.7,2,4.9,19.2,38
6120,6.7,2,4.9,19.2,40.3
6121,6.7,2,4.9,19.2,40.3
6122,6.7,2,4.9,19.2,38
6123,10,3,8,50.3,169.2
6124,6.7,2,4.9,19.2,38
6125,6.5,1.9,6,28.3,66.7
6126,6.7,2,4.9,19.2,38
6127,6.7,2,4.9,19.2,40.3
6128,6.7,2,4.9,19.2,38
6129,6,1.8,4,12.6,20.8
6130,8,2.4,6,28.3,69.1
6131,8,2.4,6,28.3,66.7
6132,8,2.4,6,28.3,53.4
6133,7,2.1,5,19.6,37.6
6134,10,3,10,78.5,313.1
6135,10,3,10,78.5,295.8
6136,8,2.4,7,38.5,120.7
6137,4,1.2,2,3.1,6.7
6138,4,1.2,2,3.1,5.3
6139,4,1.2,3,7.1,11.7
6140,5,1.5,3,7.1,11.4
6141,4,1.2,2,3.1,7.1
6142,4,1.2,2,3.1,5
6143,6,1.8,4,12.6,25
6144,5.1,1.5,3.3,8.4,14.8
6145,4,1.2,3,7.1,11.7
6146,5.1,1.5,3.3,8.4,13.8
6147,5.1,1.5,3.3,8.4,17.9
6148,3.5,1,2,3.1,4.4
6149,5.1,1.5,3.3,8.4,13.8
6150,4,1.2,1.5,1.8,4.8
6151,6,1.8,3,7.1,14.1
6152,6,1.8,4,12.6,19.1
6153,6,1.8,2.5,4.9,8.2
6154,5,1.5,3,7.1,13.7
6155,4,1.2,2,3.1,6.5
6156,4,1.2,2,3.1,6.5
6157,4,1.2,2,3.1,6.7
6158,4,1.2,2,3.1,7.1
6159,5,1.5,2,3.1,7
6160,5,1.5,2,3.1,7.2
6161,10,3,8,50.3,164
6162,10.4,3.1,6,28.2,81.7
6163,10.4,3.1,6,28.2,62.9
6164,10.4,3.1,6,28.2,81.7
6165,10.4,3.1,6,28.2,81.7
6166,10.4,3.1,6,28.2,81.7
6167,10.4,3.1,6,28.2,67.6
6168,10.4,3.1,6,28.2,77
6169,18,5.4,11,95,356.6
6170,12,3.6,4,12.6,25.2
6171,10.4,3.1,6,28.2,62.9
6172,19,5.7,7,38.5,163.4
6173,15,4.5,9,63.6,250.2
6174,7,2.1,9,63.6,170.6
6175,12,3.6,10,78.5,269
6176,12,3.6,10,78.5,284.8
6177,9,2.7,5,19.6,50.5
6178,10,3,4,12.6,32.6
6179,10.4,3.1,6,28.2,81.7
6180,10.4,3.1,6,28.2,81.7
