Tree ID,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2)
1,3.5,1,1.5,1.8,3.5
2,5,1.5,1.5,1.8,4.2
3,4.5,1.3,1.5,1.8,4
4,5,1.5,2.5,4.9,7.1
7,8,2.4,1.5,1.8,6.6
8,4.5,1.3,1.5,1.8,4.2
9,4,1.2,2,3.1,4.8
10,4,1.2,2,3.1,5.8
11,3.5,1,1.5,1.8,3.9
12,5,1.5,2,3.1,6.2
13,5,1.5,2.5,4.9,9.3
14,4,1.2,2,3.1,4.7
15,5,1.5,2,3.1,6.7
16,3,0.9,1.5,1.8,2.9
17,4,1.2,2,3.1,4.4
18,4.5,1.3,1.5,1.8,4.2
36,5,1.5,2,3.1,4
37,4.5,1.3,3,7.1,9.5
38,5,1.5,3,7.1,13.3
39,5,1.5,3,7.1,11.8
40,4,1.2,2,3.1,4.9
70,6,1.8,6,28.3,71.4
71,7,2.1,6,28.3,73.3
72,7,2.1,6,28.3,69.1
73,7,2.1,5,19.6,34.4
80,4,1.2,3,7.1,6.2
81,6,1.8,3,7.1,9.7
82,6,1.8,3.5,9.6,16.5
83,5,1.5,2.5,4.9,7.1
84,5,1.5,2.5,4.9,7.9
85,5,1.5,2.5,4.9,7.4
86,5,1.5,2,3.1,3.5
87,5,1.5,3,7.1,8.5
88,5,1.5,3,7.1,11.8
89,5,1.5,1,0.8,1.6
90,5,1.5,2,3.1,4
91,6,1.8,2,3.1,5.2
92,8,2.4,2,3.1,7.2
93,4,1.2,3,7.1,10.4
94,4,1.2,2,3.1,3.2
95,4,1.2,2,3.1,3.2
96,4.5,1.3,1.5,1.8,3.6
97,4.5,1.3,1.5,1.8,3
99,4.5,1.3,1.5,1.8,3.4
100,4.5,1.3,1.5,1.8,3.8
101,4.5,1.3,1.5,1.8,2.9
102,4.5,1.3,1.5,1.8,3.8
103,3.5,1,2,3.1,4.2
104,4.5,1.3,1.5,1.8,3.6
107,5,1.5,2,3.1,5.2
108,5,1.5,2,3.1,5.2
114,4.5,1.3,3,7.1,10.8
115,4.5,1.3,2.5,4.9,7.2
116,4.5,1.3,1,0.8,3
117,4.5,1.3,2,3.1,6.4
118,5,1.5,3,7.1,13.3
119,5,1.5,3,7.1,13.3
120,5,1.5,3,7.1,12.5
121,4.5,1.3,3,7.1,11.5
122,2,0.6,1,0.8,1.4
123,5,1.5,2,3.1,4.2
124,5,1.5,2,3.1,4.2
135,4.5,1.3,2,3.1,4.7
137,4.5,1.3,2,3.1,5.8
138,5,1.5,3,7.1,13.3
139,5,1.5,3,7.1,11
140,4.5,1.3,2.5,4.9,9
141,4.5,1.3,2.5,4.9,8.3
142,4.5,1.3,2.5,4.9,8.3
143,5,1.5,2.5,4.9,8
144,4.5,1.3,2.5,4.9,9.3
145,5,1.5,2.5,4.9,10
146,5,1.5,2.5,4.9,7.7
147,5,1.5,2.5,4.9,7.7
148,5,1.5,3,7.1,13.3
149,5,1.5,3,7.1,11
150,5,1.5,3,7.1,10.2
151,5,1.5,2.5,4.9,7.7
152,5,1.5,2.5,4.9,8.9
170,5,1.5,4,12.6,18.4
171,5,1.5,3,7.1,8.9
172,5,1.5,4,12.6,18.4
173,5,1.5,4,12.6,18.4
174,4,1.2,3,7.1,8.7
180,6,1.8,4,12.6,24.1
181,6,1.8,4,12.6,25.5
182,6,1.8,5,19.6,47.2
183,10,3,1,0.8,4.3
184,10,3,1,0.8,3.5
185,10,3,1,0.8,3.8
186,4.5,1.3,2,3.1,8
187,4,1.2,1.5,1.8,5.7
188,5,1.5,4,12.6,25.3
189,4.5,1.3,3,7.1,13.9
307,5,1.5,4,12.6,21.9
308,5,1.5,4,12.6,21.9
309,4,1.2,4,12.6,19.4
310,5,1.5,4,12.6,21.9
311,5,1.5,4,12.6,19.4
312,5,1.5,4,12.6,21.9
330,13,3.9,14,153.9,294.6
331,8,2.4,6,28.3,63.4
332,6,1.8,4,12.6,21.5
333,6,1.8,4,12.6,17.6
396,5,1.5,4,12.6,10
397,6,1.8,6,28.3,33.4
398,6,1.8,6,28.3,36.4
415,4,1.2,3,7.1,8.4
416,7,2.1,5,19.6,42.7
417,7,2.1,5,19.6,42.7
418,6,1.8,5,19.6,35.9
419,6,1.8,4,12.6,21.1
420,6,1.8,5,19.6,29.3
422,6,1.8,5,19.6,38
423,7,2.1,5,19.6,32.9
424,6,1.8,4,12.6,21.1
546,7,2.1,6,28.3,61.7
616,4,1.2,3,7.1,13.9
617,14,4.2,1,0.8,4.5
618,14,4.2,1,0.8,4.8
619,14,4.2,1,0.8,4.8
620,14,4.2,1,0.8,4.8
621,14,4.2,1,0.8,3.7
622,14,4.2,1,0.8,4
623,4,1.2,3,7.1,12.3
624,4.5,1.3,4,12.6,22.4
625,6,1.8,4,12.6,14.4
626,10,3,5,19.6,44.8
627,10,3,5,19.6,58.6
628,6,1.8,4,12.6,20.1
629,10,3,5,19.6,58.6
630,6,1.8,6,28.3,43.9
631,6,1.8,6,28.3,57
632,15,4.5,12,113.1,408.5
633,9,2.7,6,28.3,68.4
634,6,1.8,4,12.6,21.6
635,16,4.8,8,50.3,167.8
636,6,1.8,6,28.3,115.3
637,5.5,1.7,5,19.6,34.3
638,6.5,1.9,6,28.3,55
639,8,2.4,4,12.6,24.2
640,13,3.9,7,38.5,97.5
641,9,2.7,5,19.6,35.1
642,14,4.2,10,78.5,269.8
643,14,4.2,12,113.1,284.4
644,4.5,1.3,5,19.6,36.2
645,5,1.5,5,19.6,31.7
646,4.5,1.3,5,19.6,34.9
647,4.5,1.3,5,19.6,33.3
651,1,0.3,1,0.8,0.8
670,15,4.5,9,63.6,160.5
671,12,3.6,5,19.6,61.5
672,5,1.5,3,7.1,10.6
673,12,3.6,10,78.5,236.9
674,12,3.6,8,50.3,195.1
675,12,3.6,8,50.3,167.6
691,12,3.6,12,113.1,315.8
703,13,3.9,8,50.3,213.2
723,6,1.8,4,12.6,19.3
724,5,1.5,3,7.1,10.4
725,5,1.5,3,7.1,11.2
726,5,1.5,3,7.1,12.5
727,7,2.1,4,12.6,27.1
728,7,2.1,4,12.6,20.4
729,7,2.1,4,12.6,27.6
730,7,2.1,4,12.6,24.4
731,7,2.1,4,12.6,22.8
732,11,3.3,8,50.3,115.4
733,5,1.5,3,7.1,12.8
736,15,4.5,9,63.6,256.4
739,12,3.6,4,12.6,38.7
746,8,2.4,6,28.3,61.8
747,12,3.6,8,50.3,152.1
748,14,4.2,10,78.5,350.1
911,3,0.9,3,7.1,8.5
912,3,0.9,3,7.1,11
913,3,0.9,3,7.1,11.5
914,3,0.9,3,7.1,11.5
915,3.5,1,3,7.1,9.3
916,3.5,1,3,7.1,7.2
917,3,0.9,2,3.1,3.8
918,3,0.9,2,3.1,5.1
920,3,0.9,1.5,1.8,3.1
921,3,0.9,1.5,1.8,2.7
922,3,0.9,2,3.1,4.7
923,3,0.9,1.5,1.8,3.1
924,3,0.9,1.5,1.8,2.6
925,3,0.9,1.5,1.8,3.1
926,3,0.9,1.5,1.8,2.9
927,3,0.9,1.5,1.8,3.1
928,3,0.9,1.5,1.8,3.1
929,5,1.5,5,19.6,30.6
930,4,1.2,4,12.6,22.1
931,4,1.2,4,12.6,19.8
932,4,1.2,4,12.6,14.9
933,4,1.2,4,12.6,14.9
934,4,1.2,4,12.6,19.3
935,4,1.2,4,12.6,19.3
936,4,1.2,4,12.6,14.5
938,15,4.5,12,113.1,417
946,8,2.4,6,28.3,65
947,8,2.4,6,28.3,60.8
948,10,3,8,50.3,154.2
949,8,2.4,6,28.3,76
962,9,2.7,14,153.9,400.9
963,8,2.4,12,113.1,309
964,8,2.4,12,113.1,309
973,10,3,8,50.3,157.4
985,10,3,1,0.8,4.5
986,14,4.2,2,3.1,16.6
987,14,4.2,2,3.1,15.8
988,4,1.2,1,0.8,2.1
989,4,1.2,1,0.8,2.2
1008,15,4.5,9,63.6,285.4
1018,8,2.4,7,38.5,109.4
1019,11,3.3,10,78.5,262.5
1038,4,1.2,4,12.6,11.4
1039,3.5,1,2.5,4.9,3.9
1042,4,1.2,3,7.1,7.3
1043,5,1.5,4,12.6,11
1049,6,1.8,3,7.1,11.1
1050,6.5,1.9,4,12.6,22.9
1051,5,1.5,2.5,4.9,7.5
1052,7,2.1,4,12.6,21
1053,6,1.8,3,7.1,13
1054,6.5,1.9,4,12.6,25.3
1055,7,2.1,4,12.6,26.7
1056,6.5,1.9,4,12.6,22
1057,6.5,1.9,4,12.6,18
1058,6.5,1.9,4,12.6,19
1059,6.5,1.9,4,12.6,19
1060,6.5,1.9,4,12.6,18
1061,7,2.1,4,12.6,24.1
1062,6,1.8,3,7.1,14
1063,4,1.2,1.5,1.8,4.1
1064,5,1.5,4,12.6,22
1065,6,1.8,4,12.6,23.3
1066,7,2.1,4,12.6,26.7
1067,7,2.1,4,12.6,23.6
1068,4.5,1.3,2,3.1,5.6
1069,5,1.5,4,12.6,20.1
1070,7,2.1,4,12.6,28.3
1071,4,1.2,2,3.1,5.2
1072,3.5,1,1.5,1.8,4
1073,7,2.1,4,12.6,27.8
1074,6,1.8,3,7.1,11.4
1110,7,2.1,6,28.3,61.9
1111,7,2.1,6,28.3,74.8
1112,7,2.1,6,28.3,74.8
1113,7,2.1,6,28.3,70.5
1114,7,2.1,6,28.3,66.2
1115,6,1.8,5,19.6,40.9
1116,6,1.8,5,19.6,43.4
1117,6,1.8,4,12.6,25.3
1118,6,1.8,5,19.6,38.4
1119,7,2.1,6,28.3,63.1
1120,7,2.1,6,28.3,67.5
1121,7,2.1,6,28.3,76.2
1122,7,2.1,5,19.6,39.5
1123,8,2.4,9,63.6,168.8
1124,6,1.8,4,12.6,23.8
1125,6,1.8,4,12.6,17.9
1126,8,2.4,6,28.3,78.4
1127,8,2.4,4,12.6,25.1
1128,8,2.4,4,12.6,28.6
1129,8,2.4,4,12.6,30.3
1130,8,2.4,4,12.6,30.5
1131,8,2.4,4,12.6,32.3
1132,5,1.5,3,7.1,12.4
1133,7,2.1,4,12.6,29.8
1134,5,1.5,3,7.1,10.9
1135,6,1.8,8,50.3,98.3
1136,6,1.8,8,50.3,113
1137,6,1.8,7,38.5,77.3
1138,7,2.1,10,78.5,177.1
1139,6,1.8,6,28.3,56.8
1140,6,1.8,6,28.3,47
1141,6,1.8,6,28.3,56.8
1142,6,1.8,6,28.3,56.8
1143,6,1.8,6,28.3,43.7
1144,6,1.8,6,28.3,56.8
1145,6,1.8,6,28.3,55.4
1146,7,2.1,7,38.5,94.5
1147,6,1.8,6,28.3,55.4
1148,6,1.8,6,28.3,45.3
1149,7,2.1,7,38.5,81.5
1150,6,1.8,6,28.3,53.4
1151,8,2.4,8,50.3,116.1
1152,7,2.1,4,12.6,22.4
1159,5,1.5,2,3.1,5.1
1160,6,1.8,3,7.1,11.1
1161,6,1.8,3,7.1,12.6
1162,6,1.8,3,7.1,10.3
1163,5,1.5,2.5,4.9,8.3
1164,12,3.6,3,7.1,24.3
1165,12,3.6,3,7.1,29.4
1166,12,3.6,3,7.1,29.4
1167,8,2.4,3,7.1,18.6
1168,8,2.4,3,7.1,22.5
1169,8,2.4,3,7.1,22.5
1170,6,1.8,3,7.1,12.7
1171,6,1.8,3,7.1,15.4
1172,6,1.8,3,7.1,13.6
1173,6,1.8,3,7.1,13.6
1174,6,1.8,3,7.1,11.8
1175,6,1.8,2,3.1,6.3
1176,6,1.8,2,3.1,5.6
1177,6,1.8,2,3.1,5.6
1178,6,1.8,2,3.1,5.9
1179,6,1.8,2,3.1,4.8
1180,6,1.8,2,3.1,5.9
1181,6,1.8,2,3.1,4.8
1182,8,2.4,3,7.1,17.6
1183,6,1.8,3,7.1,16.3
1184,4,1.2,3,7.1,11.1
1185,15,4.5,4,12.6,58.4
1186,15,4.5,4,12.6,53.7
1187,15,4.5,3,7.1,28.2
1188,8,2.4,3,7.1,14.6
1189,15,4.5,4,12.6,47.4
1190,8,2.4,3,7.1,16.6
1191,8,2.4,4,12.6,33.9
1192,4,1.2,1.5,1.8,4.8
1193,4,1.2,1.5,1.8,4.3
1194,4,1.2,1.5,1.8,3.7
1195,4,1.2,1.5,1.8,4
1196,4,1.2,1.5,1.8,4.8
1197,4,1.2,1.5,1.8,4.8
1198,4,1.2,1.5,1.8,4.8
1199,4,1.2,1.5,1.8,4.8
1200,4,1.2,1.5,1.8,4
1201,4,1.2,1.5,1.8,4.8
1202,4,1.2,1.5,1.8,4.8
1203,10,3,3,7.1,14.3
1204,10,3,3,7.1,17.3
1205,12,3.6,3,7.1,20.6
1206,18,5.4,5,19.6,109.6
1207,8,2.4,3,7.1,16.7
1208,8,2.4,3,7.1,16.7
1209,8,2.4,3,7.1,14.8
1210,6,1.8,3,7.1,11.7
1211,4,1.2,0.8,0.5,1.9
1212,6,1.8,1.2,1.1,3.9
1213,8,2.4,1,0.8,3.6
1214,12,3.6,1.2,1.1,6.5
1215,10,3,4,12.6,29.6
1217,4,1.2,2,3.1,5.5
1218,5,1.5,2,3.1,6.7
1219,6,1.8,3,7.1,8.4
1220,8,2.4,3,7.1,19.7
1221,4,1.2,2,3.1,5.7
1222,6,1.8,2,3.1,5.9
1223,8,2.4,3,7.1,15.4
1224,8,2.4,3,7.1,11.9
1225,5,1.5,2,3.1,5.5
1226,8,2.4,3,7.1,19.7
1227,8,2.4,3,7.1,15.1
1228,6,1.8,3,7.1,15.5
1229,8,2.4,3,7.1,19.7
1230,6,1.8,3,7.1,11.9
1231,6,1.8,3,7.1,13.5
1232,8,2.4,3,7.1,17.4
1233,6,1.8,3,7.1,13.5
1234,8,2.4,3,7.1,15.1
1235,8,2.4,3,7.1,16.3
1236,8,2.4,3,7.1,19.7
1237,6,1.8,3,7.1,10.4
1238,8,2.4,3,7.1,15.1
1239,6,1.8,3,7.1,12.7
1240,6.7,2,3,7.1,11.8
1241,6,1.8,4,12.6,22.3
1242,5,1.5,1.5,1.8,4.5
1243,5,1.5,1.5,1.8,3.8
1244,5,1.5,1.5,1.8,4
1245,5,1.5,1.5,1.8,4.5
1246,5,1.5,1.5,1.8,4.3
1247,5,1.5,1.5,1.8,4.3
1248,4,1.2,4,12.6,21.8
1249,4,1.2,3,7.1,9.1
1250,4,1.2,3,7.1,7.8
1251,4,1.2,3,7.1,7.8
1252,4,1.2,3,7.1,7.8
1253,4,1.2,3,7.1,7.8
1254,4,1.2,4,12.6,14.6
1255,12,3.6,5,19.6,47.3
1256,18,5.4,3,7.1,31.6
1257,18,5.4,3,7.1,28
1258,14,4.2,4,12.6,29.5
1259,20,6,4,12.6,39.5
1260,20,6,4,12.6,51.3
1261,20,6,4,12.6,48.3
1262,20,6,4,12.6,51.3
1263,20,6,4,12.6,45.4
1264,20,6,4,12.6,59.2
1265,20,6,4,12.6,51.3
1266,4,1.2,3,7.1,9.7
1267,8,2.4,3,7.1,11.6
1268,8,2.4,3,7.1,13
1269,6,1.8,4,12.6,18.3
1270,6,1.8,4,12.6,16.4
1271,5,1.5,4,12.6,14.2
1272,4,1.2,4,12.6,11.8
1273,5,1.5,4,12.6,22.6
1274,4,1.2,3,7.1,10.1
1275,5,1.5,4,12.6,11.2
1276,5,1.5,4,12.6,13.5
1277,12,3.6,3,7.1,18.4
1278,12,3.6,3,7.1,19.9
1279,3.5,1,3,7.1,7.2
1280,5,1.5,4,12.6,13.5
1281,6,1.8,3,7.1,9.5
1282,6,1.8,3,7.1,9.1
1283,6,1.8,3,7.1,8
1284,6,1.8,3,7.1,9.6
1285,5,1.5,4,12.6,13.5
1286,5,1.5,4,12.6,12.7
1287,5,1.5,4,12.6,11.2
1288,6,1.8,3,7.1,9.6
1289,8,2.4,3,7.1,12
1290,6,1.8,3,7.1,12.3
1291,8,2.4,4,12.6,22.1
1292,2.5,0.8,2,3.1,3.5
1293,15,4.5,4,12.6,38.3
1294,10,3,3,7.1,13.2
1295,10,3,3,7.1,13.2
1296,10,3,3,7.1,14.1
1297,14,4.2,3,7.1,20.4
1298,14,4.2,3,7.1,18.4
1299,10,3,3,7.1,12.9
1300,10,3,3,7.1,13.8
1301,18,5.4,3,7.1,28.4
1302,6,1.8,6,28.3,28.2
1303,5,1.5,3.5,9.6,10.2
1304,4,1.2,2.5,4.9,4.6
1305,5,1.5,3,7.1,6.3
1306,5,1.5,3.5,9.6,10.8
1307,5,1.5,3.5,9.6,8.3
1308,5,1.5,3.5,9.6,8.9
1309,5,1.5,3.5,9.6,9.5
1310,5,1.5,3.5,9.6,8.9
1311,5,1.5,4,12.6,12.5
1312,4,1.2,3,7.1,6
1313,4,1.2,3,7.1,6
1314,4,1.2,3,7.1,7.2
1315,4,1.2,2,3.1,5.6
1316,4,1.2,2,3.1,5.6
1317,4,1.2,2,3.1,5.2
1318,5,1.5,2.5,4.9,8.5
1319,5,1.5,2.5,4.9,8.5
1320,5,1.5,2.5,4.9,7
1321,5,1.5,2.5,4.9,7.5
1322,5,1.5,2.5,4.9,7
1323,5,1.5,2.5,4.9,8
1324,6,1.8,6,28.3,73.9
1325,5,1.5,2,3.1,7.6
1326,8,2.4,8,50.3,198.9
1327,8,2.4,8,50.3,164.6
1328,8,2.4,8,50.3,198.9
1329,12,3.6,5.6,24.3,71.1
1330,12,3.6,5.6,24.3,71.1
1331,12,3.6,5.6,24.3,71.1
1332,12,3.6,5.6,24.3,62.9
1333,12,3.6,5.6,24.3,58.8
1334,12,3.6,5.6,24.3,67
1335,12,3.6,5.6,24.3,58.8
1336,12,3.6,5.6,24.3,71.1
1337,12,3.6,5.6,24.3,69.1
1338,12,3.6,5.6,24.3,57.2
1339,12,3.6,5.6,24.3,69.1
1340,5,1.5,3,7.1,13.2
1341,12,3.6,3,7.1,23.1
1342,20,6,4,12.6,61.8
1343,10,3,3,7.1,15.9
1344,10,3,3,7.1,16.9
1345,6,1.8,3,7.1,14.4
1346,5,1.5,3,7.1,10.7
1347,4,1.2,4,12.6,22
1348,4,1.2,3,7.1,8.3
1366,8,2.4,8,50.3,112
1367,10,3,10,78.5,264.9
1368,8,2.4,8,50.3,145.9
1372,6,1.8,8,50.3,96.5
1373,6,1.8,5,19.6,31.7
1374,5.5,1.7,5,19.6,25.6
1375,6,1.8,6,28.3,43.3
1397,4.5,1.3,2.5,4.9,7.7
1398,4.5,1.3,2.5,4.9,8.3
1399,5,1.5,2,3.1,6.2
1400,5,1.5,3,7.1,13.5
1401,5,1.5,2,3.1,6.7
1402,4,1.2,1.5,1.8,3.4
1403,4,1.2,1,0.8,3
1404,6,1.8,4,12.6,19.7
1406,11,3.3,10,78.5,251.9
1407,4,1.2,2.5,4.9,8
1408,4.5,1.3,3,7.1,11.4
1409,4.5,1.3,2,3.1,6.2
1410,4,1.2,3,7.1,9.9
1411,1,0.3,0.5,0.2,0.3
1412,6,1.8,6,28.3,68.5
1413,5,1.5,1.5,1.8,4.5
1414,6,1.8,6,28.3,71.4
1415,4.5,1.3,1,0.8,3.4
1416,4,1.2,1,0.8,3.3
1417,4.5,1.3,1,0.8,2.8
1418,4,1.2,4,12.6,22.6
1419,5,1.5,4,12.6,19.5
1420,5,1.5,4,12.6,18.5
1421,4,1.2,1,0.8,2.6
1422,4.5,1.3,4,12.6,20.1
1423,4,1.2,1.5,1.8,4
1424,5,1.5,4,12.6,27
1425,4,1.2,1.5,1.8,4.3
1426,6,1.8,4,12.6,29.2
1427,4,1.2,1,0.8,2.9
1428,4,1.2,1,0.8,2.8
1429,4,1.2,3,7.1,8.9
1430,5,1.5,3,7.1,11
1431,4.5,1.3,4,12.6,19.8
1432,4,1.2,1,0.8,2.4
1433,4,1.2,1,0.8,2.4
1434,4,1.2,1,0.8,3.1
1435,4,1.2,3,7.1,11.7
1436,4.5,1.3,4,12.6,23.1
1437,4,1.2,1,0.8,3
1438,4,1.2,1,0.8,2.6
1439,4,1.2,1,0.8,3
1440,3,0.9,1,0.8,1.9
1441,4,1.2,1,0.8,2.6
1442,5,1.5,4,12.6,20.3
1443,4,1.2,1.5,1.8,4.5
1444,5,1.5,5,19.6,42.1
1445,6,1.8,5,19.6,42.2
1446,6,1.8,5,19.6,37.4
1447,6,1.8,5,19.6,42.2
1448,6.5,1.9,5,19.6,45.5
1449,6.5,1.9,5,19.6,37.6
1450,4,1.2,3,7.1,11.1
1451,6,1.8,5,19.6,40.8
1452,4.5,1.3,4,12.6,22.6
1453,6,1.8,6,28.3,30.9
1454,7,2.1,2,3.1,5.5
1455,6,1.8,2,3.1,6.7
1456,7,2.1,2,3.1,7.7
1457,8,2.4,2,3.1,6.6
1458,6,1.8,3,7.1,9.4
1459,6,1.8,3,7.1,12.3
1462,3,0.9,1.5,1.8,2
1463,7,2.1,8,50.3,166.5
1464,7,2.1,4,12.6,21
1465,8,2.4,6,28.3,80.9
1468,8,2.4,1,0.8,3.6
1469,9,2.7,1,0.8,3.4
1470,6,1.8,1,0.8,3.4
1471,6,1.8,3,7.1,11.8
1472,4,1.2,2,3.1,4.4
1473,6,1.8,5,19.6,39.1
1474,6,1.8,3,7.1,8.4
1489,7,2.1,8,50.3,128.2
1490,7,2.1,5,19.6,45.2
1491,10,3,8,50.3,144.2
1492,12,3.6,10,78.5,211.7
1493,8,2.4,6,28.3,75.8
1494,6,1.8,3,7.1,13.6
1495,6,1.8,2,3.1,7.6
1496,6,1.8,3,7.1,13.6
1497,7,2.1,6,28.3,63.5
1499,6,1.8,4,12.6,22.2
1500,6,1.8,4,12.6,25.5
1501,6,1.8,4,12.6,26.9
1502,6,1.8,4,12.6,24.7
1503,6,1.8,4,12.6,21.2
1504,5,1.5,2.5,4.9,9.4
1505,6,1.8,4.5,15.9,35.1
1506,5,1.5,3,7.1,12.1
1507,4,1.2,1.5,1.8,3.8
1508,5.5,1.7,5,19.6,41.2
1509,4.5,1.3,4,12.6,19.3
1510,3.5,1,1.5,1.8,4.1
1511,4,1.2,2,3.1,4.8
1512,3,0.9,1,0.8,2.4
1513,4,1.2,2,3.1,5.3
1514,3.5,1,1.5,1.8,3.7
1515,3.5,1,1.5,1.8,3.7
1516,3.5,1,1.5,1.8,4.1
1517,4,1.2,4,12.6,16.4
1518,4.5,1.3,5,19.6,30.6
1519,4,1.2,1,0.8,2.8
1520,6,1.8,4,12.6,20.2
1521,5,1.5,4,12.6,21.3
1522,4,1.2,1.5,1.8,4.4
1523,4,1.2,3,7.1,9.3
1524,4,1.2,3,7.1,10.6
1525,4.5,1.3,4,12.6,22.7
1526,4,1.2,2.5,4.9,6.9
1527,3,0.9,1,0.8,2.8
1576,6,1.8,5,19.6,31.2
1577,6,1.8,5,19.6,29.2
1578,6,1.8,5,19.6,35.3
1582,5,1.5,3,7.1,10.7
1583,5,1.5,3,7.1,10.7
1584,5,1.5,3,7.1,12
1585,5,1.5,3,7.1,10.7
1612,5,1.5,3,7.1,12
1613,6,1.8,5,19.6,31.2
1614,6,1.8,5,19.6,29.2
1615,5,1.5,3,7.1,10
1616,5,1.5,2.5,4.9,6.4
1617,5,1.5,2.5,4.9,7.8
1618,5,1.5,2.5,4.9,8.3
1619,5,1.5,3,7.1,12
1620,6,1.8,5,19.6,31.2
1621,6,1.8,5,19.6,33.2
1622,6,1.8,5,19.6,26.5
1623,6,1.8,5,19.6,31.2
1624,6,1.8,4,12.6,18.3
1625,6,1.8,4,12.6,20.7
1626,6,1.8,4,12.6,21.6
1627,6,1.8,4,12.6,20.7
1628,6,1.8,4,12.6,17.1
1629,6,1.8,4,12.6,18.3
1630,5,1.5,2.5,4.9,7.8
1631,5,1.5,2.5,4.9,8.3
1632,5,1.5,3,7.1,10.7
1633,5,1.5,2.5,4.9,7.8
1634,5,1.5,3,7.1,11.1
1635,5,1.5,3,7.1,8.5
1636,5,1.5,3,7.1,11.1
1637,5,1.5,2.5,4.9,7.8
1638,5,1.5,3,7.1,9.8
1639,5,1.5,3,7.1,8.5
1640,5,1.5,3,7.1,10
1641,6,1.8,5,19.6,33.2
1642,5,1.5,3,7.1,12
1643,6,1.8,5,19.6,29.2
1644,6,1.8,5,19.6,35.3
1645,5,1.5,3,7.1,9.3
1646,5,1.5,3,7.1,9.3
1647,5,1.5,3,7.1,9.3
1648,6,1.8,5,19.6,35.3
1649,6,1.8,5,19.6,35.3
1650,6,1.8,5,19.6,35.3
1651,6,1.8,5,19.6,31.2
1652,6,1.8,5,19.6,33.2
1653,4,1.2,2.5,4.9,9
1654,4,1.2,2.5,4.9,6.9
1655,4,1.2,2.5,4.9,7.5
1656,4,1.2,2.5,4.9,9
1657,4,1.2,2.5,4.9,8
1658,4,1.2,2.5,4.9,9
1659,4,1.2,2.5,4.9,8.5
1660,4,1.2,2.5,4.9,7.4
1661,4,1.2,2.5,4.9,8
1662,4,1.2,2.5,4.9,9
1663,4,1.2,2.5,4.9,9
1664,4,1.2,2.5,4.9,9
1665,4,1.2,2.5,4.9,7.5
1666,4,1.2,2.5,4.9,9
1667,4,1.2,2.5,4.9,8
1668,4,1.2,2.5,4.9,9
1669,4,1.2,2.5,4.9,6.9
1670,4,1.2,2.5,4.9,7.5
1671,4,1.2,2.5,4.9,9
1672,4,1.2,2.5,4.9,8
1673,4,1.2,2.5,4.9,8.5
1674,4,1.2,2.5,4.9,8
1675,4,1.2,2.5,4.9,9
1676,4,1.2,2.5,4.9,9
1677,4,1.2,2.5,4.9,9
1678,4,1.2,2.5,4.9,8
1679,4,1.2,2.5,4.9,8
1680,4,1.2,2.5,4.9,8.5
1681,4,1.2,2.5,4.9,7.5
1682,4,1.2,2.5,4.9,7.5
1683,4,1.2,2.5,4.9,9
1684,4,1.2,2.5,4.9,6.9
1685,4,1.2,2.5,4.9,8.5
1686,4,1.2,2.5,4.9,7.5
1687,4,1.2,2.5,4.9,9
1688,4,1.2,2.5,4.9,8.5
1689,4,1.2,2.5,4.9,9
1690,4,1.2,2.5,4.9,9
1691,4,1.2,2.5,4.9,7.5
1692,4,1.2,2.5,4.9,9
1693,4,1.2,2.5,4.9,9
1694,4,1.2,2.5,4.9,8
1695,4,1.2,2.5,4.9,7.5
1696,4,1.2,2.5,4.9,8.5
1697,4,1.2,2.5,4.9,9
1698,4,1.2,2.5,4.9,9
1699,4,1.2,2.5,4.9,8
1700,4,1.2,2.5,4.9,8.5
1701,4,1.2,2.5,4.9,9
1702,4,1.2,2.5,4.9,9
1703,4,1.2,2.5,4.9,8
1704,4,1.2,2.5,4.9,8
1705,4,1.2,2.5,4.9,8
1706,4,1.2,2.5,4.9,9
1707,4,1.2,2.5,4.9,9
1708,4,1.2,2.5,4.9,6.9
1709,4,1.2,2.5,4.9,8.5
1710,4,1.2,2.5,4.9,8.5
1711,4,1.2,2.5,4.9,9
1712,4,1.2,2.5,4.9,9
1713,4,1.2,2.5,4.9,9
1823,7,2.1,4,12.6,28.2
1824,6,1.8,6,28.3,59.4
1825,4.5,1.3,4,12.6,16.4
1826,5,1.5,4,12.6,12.3
1827,6,1.8,5,19.6,23.4
1828,6,1.8,5,19.6,28.1
1829,6,1.8,5,19.6,30.4
1859,9,2.7,5,19.6,29
1860,8,2.4,5,19.6,32.3
1861,8,2.4,5,19.6,27.5
1874,5,1.5,4,12.6,13.5
1875,6,1.8,5,19.6,29.8
1876,8,2.4,8,50.3,135.3
1923,5,1.5,4,12.6,16.5
1924,6,1.8,6,28.3,52.1
1925,5,1.5,4,12.6,17.5
1926,2.5,0.8,3,7.1,10.8
1927,5,1.5,4,12.6,16.1
1928,2.5,0.8,3,7.1,10.8
1929,3.5,1,7,38.5,58.3
1930,2.5,0.8,3,7.1,8.7
1931,2.5,0.8,2.5,4.9,7.1
1932,7,2.1,7,38.5,67.2
1933,7,2.1,7,38.5,70.7
1934,6,1.8,6,28.3,47.4
1935,4,1.2,6,28.3,39.8
1936,8,2.4,8,50.3,99.9
1937,8,2.4,8,50.3,124.2
1938,7,2.1,6,28.3,45.9
