,Tree ID,Carbon Storage (kg),Height (m),Canopy Cover (m2)
6815,9562.0,5640.1,23.0,113.1
6816,9563.0,6340.8,24.0,153.9
6817,9564.0,6340.8,24.0,176.7
6818,9565.0,7083.7,24.0,283.5
6819,9566.0,95.1,6.0,28.3
6820,9567.0,7500.0,24.0,254.5
6821,9568.0,15.7,5.5,3.1
6822,9569.0,7500.0,25.0,254.5
6823,9570.0,268.1,12.0,19.6
6824,9571.0,7500.0,25.0,314.2
6825,9572.0,1303.0,22.0,113.1
6826,9573.0,7083.7,24.0,254.5
6827,9574.0,7083.7,24.0,254.5
6828,9575.0,7500.0,25.0,314.2
6829,9576.0,2797.8,24.0,153.9
6830,9577.0,5640.1,24.0,254.5
6831,9578.0,7083.7,24.0,254.5
6832,9579.0,5640.1,24.0,254.5
6833,9580.0,2797.8,24.0,227.0
6834,9581.0,4982.8,24.0,201.1
6835,9582.0,7500.0,16.0,314.2
6836,9583.0,426.4,15.0,113.1
6837,9584.0,20.2,4.5,7.1
6838,9586.0,392.7,8.0,38.5
6839,9587.0,459.9,8.0,50.3
6840,9588.0,245.9,8.0,56.7
6841,9589.0,459.9,8.0,50.3
6842,9590.0,15.7,6.0,7.1
6843,9591.0,838.9,8.0,38.5
6844,9592.0,489.1,9.0,50.3
6845,9593.0,118.2,6.0,15.9
6846,9594.0,20.2,4.5,9.6
6847,9595.0,25.4,4.5,4.9
6848,9596.0,1815.4,13.0,95.0
6849,9597.0,963.0,13.0,50.3
6850,9598.0,173.7,11.0,28.3
6851,9599.0,15.7,4.5,4.9
6852,9600.0,396.9,12.0,78.5
6853,9601.0,972.4,10.0,50.3
6854,9602.0,15.7,4.5,7.1
6855,9603.0,701.9,12.0,50.3
6856,9604.0,157.4,7.0,12.6
6857,9605.0,496.0,12.0,38.5
6858,9606.0,15.7,4.0,4.9
6859,9607.0,3292.1,13.0,95.0
6860,9608.0,245.9,11.0,50.3
6861,9609.0,31.3,6.0,9.6
6862,9610.0,20.2,6.0,9.6
6863,9611.0,457.1,11.0,63.6
6864,9612.0,268.1,10.5,50.3
6865,9613.0,487.2,11.0,50.3
6866,9614.0,299.6,7.5,44.2
6867,9615.0,396.9,11.0,56.7
6868,9616.0,107.4,7.5,44.2
6869,9617.0,1500.6,12.0,95.0
6870,9618.0,459.5,12.0,63.6
6871,9619.0,1003.0,12.0,78.5
6872,9620.0,20.2,4.5,9.6
6873,9621.0,604.3,11.0,44.2
6874,9622.0,895.9,12.0,95.0
6875,9623.0,1018.0,13.0,95.0
6876,9624.0,909.7,13.0,95.0
6877,9625.0,442.8,10.0,44.2
6878,9626.0,795.6,12.0,95.0
6879,9627.0,604.3,11.0,78.5
6880,9628.0,1664.6,13.0,113.1
6881,9629.0,4234.7,20.0,50.3
6882,9630.0,3295.8,19.0,44.2
6883,9631.0,4755.6,19.0,50.3
6884,9632.0,3223.3,16.0,63.6
6885,9633.0,4490.8,18.0,70.9
6886,9634.0,4404.0,21.0,63.6
6887,9635.0,3442.6,19.0,44.2
6888,9636.0,3709.1,20.0,50.3
6889,9637.0,793.5,19.0,63.6
6890,9638.0,2646.8,17.0,50.3
6891,9639.0,859.3,11.0,28.3
6892,9640.0,4277.0,17.0,50.3
6893,9641.0,3368.1,20.0,44.2
6894,9642.0,2458.7,19.0,38.5
6895,9643.0,4404.0,17.0,38.5
6896,9644.0,3593.0,18.5,28.3
6897,9645.0,5801.5,18.0,113.1
6898,9646.0,4150.8,19.0,63.6
6899,9647.0,2428.0,18.0,38.5
6900,9648.0,12.3,3.0,3.1
6901,9649.0,2944.5,18.5,50.3
6902,9650.0,2552.2,19.0,38.5
6903,9651.0,4755.6,18.0,78.5
6904,9652.0,427.5,10.0,44.2
6905,9653.0,17.0,3.0,0.8
6906,9654.0,206.8,7.0,12.6
6907,9655.0,115.2,6.0,12.6
6908,9656.0,26.5,4.0,9.6
6909,9657.0,115.2,3.0,7.1
6910,9658.0,38.5,3.0,12.6
6911,9659.0,286.0,8.0,19.6
6912,9660.0,434.1,7.0,19.6
6913,9661.0,115.2,8.0,19.6
6914,9662.0,38.5,5.0,7.1
6915,9663.0,286.0,10.0,28.3
6916,9664.0,17.0,3.0,3.1
6917,9665.0,26.5,4.0,7.1
6918,9666.0,26.5,4.0,9.6
6919,9667.0,61.7,5.0,12.6
6920,9668.0,70.8,5.0,9.6
6921,9669.0,26.5,3.0,4.9
6922,9670.0,26.5,5.0,3.1
6923,9671.0,21.5,4.0,4.9
6924,9672.0,53.2,5.5,7.1
6925,9673.0,38.5,4.0,4.9
6926,9674.0,115.2,8.0,19.6
6927,9675.0,115.2,7.0,7.1
6928,9676.0,244.5,8.0,28.3
6929,9677.0,27.0,8.0,12.6
6930,9678.0,206.8,7.0,28.3
6931,9679.0,206.8,8.0,19.6
6932,9680.0,61.7,6.0,28.3
6933,9681.0,244.5,8.0,28.3
6934,9682.0,61.7,5.0,19.6
6935,9683.0,331.3,11.0,28.3
6936,9684.0,3.8,3.0,0.2
6937,9685.0,3.8,3.0,0.5
6938,9686.0,3.8,3.0,0.5
6939,9687.0,2.2,2.5,0.2
6940,9688.0,3.8,3.0,0.8
6941,9689.0,3.8,3.0,0.8
6942,9690.0,3.8,3.0,0.8
6943,9691.0,3.8,3.0,0.8
6944,9692.0,8.4,4.0,1.8
6945,9693.0,14.4,4.0,3.1
6946,9694.0,11.8,3.5,0.8
6947,9695.0,15.7,4.0,1.8
6948,9696.0,11.8,4.0,3.1
6949,9697.0,20.2,4.5,0.8
6950,9698.0,867.5,11.0,113.1
6951,9699.0,1485.8,12.0,132.7
6952,9700.0,21.7,7.0,19.6
6953,9702.0,18.1,4.0,4.9
6954,9703.0,22.4,5.0,4.9
6955,9704.0,32.4,5.0,4.9
6956,9705.0,32.4,6.0,7.1
6957,9706.0,44.7,6.0,12.6
6958,9707.0,22.4,4.0,3.1
6959,9709.0,22.4,4.0,7.1
6960,9710.0,22.4,4.0,7.1
6961,9711.0,6.1,3.5,3.1
6962,9712.0,11.2,3.5,3.1
6963,9713.0,14.4,3.5,7.1
6964,9714.0,32.4,4.0,12.6
6965,9715.0,157.9,8.0,50.3
6966,9716.0,18.1,5.0,9.6
6967,9717.0,22.4,6.0,12.6
6968,9718.0,14.4,5.0,7.1
6969,9719.0,11.2,6.0,7.1
6970,9720.0,18.1,5.5,12.6
6971,9722.0,11.2,4.5,7.1
6972,9723.0,11.2,5.0,7.1
6973,9724.0,491.7,9.0,28.3
6974,9725.0,522.1,10.0,28.3
6975,9726.0,522.1,10.5,28.3
6976,9727.0,462.4,9.0,28.3
6977,9728.0,80.8,7.0,19.6
6978,9729.0,115.2,8.0,12.6
6979,9732.0,189.3,10.0,33.2
6980,9733.0,45.5,9.0,38.5
6981,9734.0,406.9,12.0,38.5
6982,9735.0,522.1,11.0,19.6
6983,9736.0,845.6,11.0,50.3
6984,9737.0,308.2,12.0,50.3
6985,9738.0,654.6,11.0,63.6
6986,9739.0,81.6,6.0,28.3
6987,9740.0,102.7,7.0,38.5
6988,9742.0,114.2,5.0,50.3
6989,9743.0,12.2,4.5,1.8
6990,9746.0,12.2,3.0,1.8
6991,9747.0,180.9,7.0,50.3
6992,9748.0,152.4,7.5,50.3
6993,9749.0,81.6,7.0,19.6
6994,9750.0,102.7,6.5,50.3
6995,9752.0,81.6,7.5,33.2
6996,9753.0,152.4,7.0,63.6
6997,9754.0,12.2,4.0,0.8
6998,9755.0,102.7,8.0,50.3
6999,9756.0,102.7,8.0,28.3
7000,9757.0,115.0,4.5,7.1
7001,9758.0,48.2,4.0,3.1
7002,9759.0,115.0,4.0,4.9
7003,9760.0,12.3,2.0,0.8
7004,9762.0,10.6,2.0,0.8
7005,9763.0,26.8,3.0,3.1
7006,9764.0,21.3,2.5,10.6
7007,9766.0,3.9,1.5,0.2
7008,9768.0,21.3,3.0,0.8
7009,9769.0,48.2,4.5,1.8
7010,9770.0,66.8,4.0,4.9
7011,9771.0,33.1,4.0,3.1
7012,9772.0,21.3,3.0,4.9
7013,9773.0,48.2,3.5,9.6
7014,9774.0,40.3,4.0,9.6
7015,9775.0,66.8,4.5,12.6
7016,9776.0,40.3,4.0,12.6
7017,9777.0,66.8,4.0,7.1
7018,9778.0,16.5,2.0,7.1
7019,9780.0,8.9,2.0,0.8
7020,9781.0,40.3,3.5,4.9
7021,9782.0,179.3,5.0,12.6
7022,9783.0,77.4,5.0,9.6
7023,9784.0,77.4,5.0,12.6
7024,9785.0,6.1,2.0,0.8
7025,9786.0,8.9,2.0,0.8
7026,9787.0,89.0,4.0,9.6
7027,9789.0,101.5,5.0,9.6
7028,9790.0,66.8,4.0,9.6
7029,9792.0,89.0,4.0,3.1
7030,9793.0,57.1,4.0,3.1
7031,9795.0,48.2,3.0,3.1
7032,9796.0,48.2,3.5,4.9
7033,9797.0,66.8,3.0,4.9
7034,9798.0,8.9,2.5,0.8
7035,9799.0,6.1,2.0,0.8
7036,9800.0,101.5,5.0,7.1
7037,9801.0,115.0,6.0,9.6
7038,9802.0,33.1,3.0,1.8
7039,9804.0,89.0,4.0,4.9
7040,9805.0,48.2,3.0,3.1
7041,9806.0,115.0,4.0,4.9
7042,9807.0,33.1,3.0,3.1
7043,9808.0,40.3,3.0,3.1
7044,9809.0,40.3,2.5,0.8
7045,9810.0,3.9,2.0,0.8
7046,9811.0,40.3,2.5,3.1
7047,9812.0,89.0,4.0,3.1
7048,9816.0,89.0,5.0,9.6
7049,9817.0,66.8,4.5,9.6
7050,9818.0,21.3,3.0,3.1
7051,9819.0,3.9,2.0,0.8
7052,9822.0,129.5,4.0,12.6
7053,9823.0,89.0,5.0,15.9
7054,9824.0,89.0,5.0,12.6
7055,9826.0,28.8,4.5,4.9
7056,9829.0,16.1,2.0,1.8
7057,9830.0,11.9,2.0,1.8
7058,9831.0,27.9,3.0,3.1
7059,9832.0,29.2,4.0,3.1
7060,9833.0,29.2,4.0,3.1
7061,9834.0,27.9,3.0,3.1
7062,9835.0,12.8,3.0,3.1
7063,9836.0,16.1,2.0,1.8
7064,9837.0,17.1,3.0,3.1
7065,9838.0,26.5,2.0,1.8
7066,9839.0,11.9,2.0,1.8
7067,9840.0,28.1,3.0,7.1
7068,9841.0,3.9,2.0,0.8
7069,9842.0,66.8,4.0,4.9
7070,9843.0,66.8,4.0,3.1
7071,9844.0,6.1,2.0,0.8
7072,9845.0,6.1,2.0,0.8
7073,9847.0,21.3,4.0,4.9
7074,9849.0,21.3,4.0,4.9
7075,9850.0,21.3,3.0,4.9
7076,9852.0,115.0,5.0,4.9
7077,9853.0,40.3,4.0,4.9
7078,9854.0,115.0,5.0,12.6
7079,9855.0,16.5,3.0,3.1
7080,9856.0,3.9,2.0,3.1
7081,9857.0,8.9,2.0,3.1
7082,9858.0,101.5,5.0,19.6
7083,9859.0,145.0,6.0,12.6
7084,9860.0,48.2,6.0,7.1
7085,9861.0,89.0,5.0,15.9
7086,9862.0,16.5,3.0,3.1
7087,9863.0,260.9,6.0,15.9
7088,9865.0,21.3,3.0,4.9
7089,9866.0,8.9,3.0,3.1
7090,9869.0,115.0,6.0,12.6
7091,9870.0,48.2,4.0,7.1
7092,9871.0,26.8,3.0,3.1
7093,9872.0,33.1,3.0,4.9
7094,9873.0,89.0,4.0,12.6
7095,9874.0,101.5,5.0,12.6
7096,9875.0,48.2,3.0,7.1
7097,9876.0,57.1,3.0,15.9
7098,9878.0,115.0,4.0,19.6
7099,9879.0,40.3,4.0,12.6
7100,9880.0,66.8,3.5,9.6
7101,9881.0,48.2,3.0,9.6
7102,9882.0,6.1,2.5,1.8
7103,9884.0,40.3,4.0,9.6
7104,9885.0,40.3,4.0,12.6
7105,9886.0,33.1,5.0,12.6
7106,9887.0,33.1,5.0,12.6
7107,9888.0,3.9,2.0,0.8
7108,9889.0,21.3,3.5,9.6
7109,9890.0,26.8,4.0,9.6
7110,9891.0,40.3,4.0,12.6
7111,9894.0,1615.2,16.0,201.1
7112,9895.0,1189.1,15.0,113.1
7113,9897.0,12.2,4.5,0.8
7114,9898.0,12.2,4.5,0.8
7115,9901.0,54.7,4.5,12.6
7116,9902.0,81.6,5.5,28.3
7117,9903.0,46.9,4.0,12.6
7118,9904.0,9.9,3.0,0.8
7119,9905.0,54.7,4.5,12.6
7120,9906.0,9.9,3.0,0.8
7121,9907.0,9.9,3.0,0.8
7122,9909.0,9.9,3.0,0.8
7123,9912.0,7.1,3.5,0.8
7124,9914.0,94.0,12.0,95.0
7125,9916.0,64.1,8.0,50.3
7126,9917.0,54.2,9.0,50.3
7127,9918.0,67.6,11.0,63.6
7128,9919.0,23.9,8.5,12.6
7129,9920.0,7500.0,16.0,201.1
7130,9921.0,39.2,10.0,50.3
7131,9922.0,86.1,11.0,78.5
7132,9923.0,86.1,11.0,78.5
7133,9924.0,71.1,10.0,63.6
7134,9925.0,102.2,11.0,78.5
7135,9926.0,102.2,11.0,78.5
7136,9927.0,71.1,10.0,63.6
7137,9928.0,102.2,10.5,78.5
7138,9929.0,85.1,4.5,3.1
7139,9930.0,85.1,4.5,3.1
7140,9931.0,85.0,4.5,3.1
7141,9932.0,85.1,4.5,3.1
7142,9933.0,85.1,4.5,3.1
7143,9934.0,85.1,4.5,3.1
7144,9935.0,85.1,4.5,3.1
7145,9936.0,85.1,4.5,3.1
7146,9937.0,85.0,4.5,3.1
7147,9938.0,85.1,4.5,3.1
7148,9939.0,85.0,4.5,3.1
7149,9940.0,85.1,4.5,3.1
7150,9941.0,85.0,4.5,3.1
7151,9942.0,85.1,4.5,3.1
7152,9943.0,85.0,4.5,3.1
7153,9944.0,85.1,4.5,3.1
7154,9945.0,191.7,21.0,380.1
7155,9946.0,85.1,4.5,3.1
7156,9947.0,62.6,6.0,3.1
7157,9948.0,53.6,6.0,3.1
7158,9949.0,463.7,16.0,153.9
7159,9950.0,251.0,14.0,78.5
7160,9951.0,377.5,11.0,28.3
7161,9952.0,489.4,15.0,113.1
7162,9953.0,489.4,15.0,78.5
7163,9954.0,306.6,15.0,78.5
7164,9955.0,159.3,15.0,50.3
7165,9956.0,25.4,3.0,4.9
7166,9957.0,760.5,16.0,78.5
7167,9958.0,159.3,15.0,78.5
7168,9959.0,1288.3,16.0,153.9
7169,9960.0,905.0,14.0,63.6
7170,9961.0,31.3,4.0,4.9
7171,9962.0,349.8,7.0,50.3
7172,9963.0,526.3,9.0,63.6
7173,9964.0,321.3,8.0,28.3
7174,9965.0,1537.6,16.0,113.1
7175,9966.0,1240.9,15.0,113.1
7176,9967.0,26.9,5.0,4.9
7177,9968.0,22.2,5.0,3.1
7178,9969.0,30.4,5.0,7.1
7179,9970.0,9.1,3.5,3.1
7180,9971.0,189.0,5.5,38.5
7181,9972.0,107.5,4.5,38.5
7182,9973.0,85.9,4.5,38.5
7183,9974.0,179.6,4.5,50.3
7184,9975.0,363.4,8.0,50.3
7185,9976.0,230.4,7.5,50.3
7186,9977.0,101.6,6.0,12.6
7187,9978.0,228.0,7.0,63.6
7188,9979.0,101.6,5.0,12.6
7189,9980.0,89.7,6.0,12.6
7190,9981.0,294.0,8.0,50.3
7191,9982.0,119.9,4.5,7.1
7192,9983.0,306.3,9.0,78.5
7193,9984.0,160.3,8.0,15.9
7194,9985.0,101.6,5.0,3.1
7195,9986.0,89.7,6.0,19.6
7196,9987.0,201.5,6.0,50.3
7197,9988.0,93.0,5.0,9.6
7198,9989.0,206.0,7.0,38.5
7199,9990.0,220.4,9.0,28.3
7200,9991.0,63.1,5.0,7.1
7201,9992.0,33.1,3.0,3.1
7202,9993.0,21.3,2.0,0.8
7203,9994.0,26.8,2.0,1.8
7204,9995.0,57.1,2.5,4.9
7205,9996.0,21.3,2.0,1.8
7206,9997.0,6.0,3.5,0.8
7207,9998.0,33.1,2.0,1.8
7208,9999.0,6.0,3.5,0.8
7209,10000.0,37.9,4.0,3.1
7210,10001.0,83.4,6.5,12.6
7211,10002.0,105.2,4.0,4.9
7212,10003.0,21.3,2.0,3.1
7213,10005.0,8.9,2.0,0.8
7214,10006.0,57.1,3.0,4.9
7215,10007.0,8.9,2.0,0.8
7216,10008.0,77.4,4.0,7.1
7217,10009.0,129.5,4.0,12.6
7218,10010.0,187.1,15.0,50.3
7219,10011.0,21.3,2.0,3.1
7220,10012.0,83.4,7.0,12.6
7221,10013.0,101.5,4.0,9.6
7222,10014.0,3.9,2.0,0.8
7223,10015.0,57.1,4.0,9.6
7224,10016.0,115.0,4.0,9.6
7225,10017.0,40.3,3.0,7.1
7226,10018.0,57.1,4.0,3.1
7227,10019.0,16.5,2.0,3.1
7228,10020.0,101.5,4.0,7.1
7229,10021.0,101.5,5.0,12.6
7230,10022.0,284.2,6.0,15.9
7231,10023.0,198.0,6.0,15.9
7232,10024.0,101.5,5.0,12.6
7233,10025.0,238.8,6.0,12.6
7234,10026.0,45.3,7.0,7.1
7235,10027.0,308.7,6.0,12.6
7236,10028.0,66.8,5.0,12.6
7237,10029.0,306.6,14.0,113.1
7238,10030.0,179.3,5.0,7.1
7239,10031.0,101.5,5.0,4.9
7240,10032.0,16.5,3.0,1.8
7241,10033.0,45.3,8.0,7.1
7242,10035.0,306.6,16.0,78.5
7243,10036.0,159.3,14.0,113.1
7244,10037.0,25.4,4.5,3.1
7245,10038.0,45.3,5.5,3.1
7246,10039.0,121.4,6.0,12.6
7247,10040.0,83.4,7.0,12.6
7248,10041.0,95.1,6.0,12.6
7249,10042.0,25.4,4.5,4.9
7250,10043.0,62.6,4.5,9.6
7251,10044.0,83.4,6.0,12.6
7252,10045.0,268.8,11.0,78.5
7253,10046.0,53.6,5.5,28.3
7254,10047.0,62.6,5.5,12.6
7255,10048.0,45.3,5.0,7.1
7256,10049.0,268.8,13.0,78.5
7257,10050.0,159.3,13.0,63.6
7258,10051.0,414.7,14.0,113.1
7259,10052.0,31.3,4.5,7.1
7260,10053.0,15.7,4.0,3.1
7261,10054.0,37.9,4.5,7.1
7262,10055.0,31.3,4.5,1.8
7263,10056.0,20.2,4.0,3.1
7264,10057.0,31.3,4.5,3.1
7265,10058.0,31.3,4.5,4.9
7266,10059.0,31.3,4.5,4.9
7267,10060.0,37.9,4.5,3.1
7268,10061.0,31.3,5.0,4.9
7269,10062.0,37.9,4.5,4.9
7270,10063.0,31.3,4.5,3.1
7271,10064.0,45.3,5.0,4.9
7272,10065.0,15.7,4.0,3.1
7273,10066.0,548.4,14.0,113.1
7274,10067.0,268.9,12.0,95.0
7275,10068.0,86.3,10.0,50.3
7276,10069.0,520.7,14.0,95.0
7277,10070.0,349.5,13.0,63.6
7278,10071.0,732.3,15.0,78.5
7279,10072.0,872.1,15.0,113.1
7280,10073.0,835.8,15.0,78.5
7281,10074.0,184.8,10.0,50.3
7282,10075.0,156.1,14.0,50.3
7283,10076.0,1736.8,16.0,153.9
7284,10077.0,1577.4,16.0,113.1
7285,10078.0,1476.0,16.0,113.1
7286,10079.0,947.3,14.0,113.1
7287,10080.0,33.2,3.5,3.1
7288,10081.0,27.3,4.0,3.1
7289,10082.0,16.5,2.0,0.8
7290,10083.0,26.8,3.0,4.9
7291,10084.0,33.1,2.5,1.8
7292,10085.0,33.1,2.5,1.8
7293,10086.0,40.3,2.5,1.8
7294,10088.0,6.1,2.0,0.8
7295,10089.0,21.3,3.0,4.9
7296,10090.0,33.1,3.0,4.9
7297,10091.0,40.3,3.5,7.1
7298,10092.0,66.8,4.0,7.1
7299,10093.0,145.0,6.0,19.6
7300,10094.0,284.2,5.5,12.6
7301,10095.0,101.5,4.5,7.1
7302,10096.0,57.1,3.5,3.1
7303,10097.0,53.0,5.0,7.1
7304,10098.0,36.4,4.0,4.9
7305,10099.0,37.8,5.0,4.9
7306,10100.0,61.6,5.0,4.9
7307,10101.0,53.0,5.0,4.9
7308,10102.0,44.2,4.5,3.1
7309,10103.0,6.1,2.5,0.8
7310,10104.0,90.7,6.0,19.6
7311,10105.0,146.8,8.0,28.3
7312,10106.0,112.0,6.0,12.6
7313,10107.0,423.2,10.0,95.0
7314,10108.0,218.9,7.0,15.9
7315,10109.0,134.9,7.0,15.9
7316,10110.0,204.1,9.0,50.3
7317,10111.0,123.8,5.0,19.6
7318,10112.0,56.7,6.0,19.6
7319,10113.0,49.0,5.0,132.7
7320,10114.0,12.0,6.0,7.1
7321,10115.0,12.0,6.0,7.1
7322,10116.0,7.3,5.0,12.6
7323,10117.0,40.9,4.0,28.3
7324,10118.0,7.3,4.0,12.6
7325,10119.0,1805.2,12.0,50.3
7326,10120.0,82.2,12.0,78.5
7327,10121.0,3003.8,12.0,95.0
7328,10122.0,3906.8,12.0,78.5
7329,10123.0,86.1,9.0,38.5
7330,10124.0,54.2,9.0,38.5
7331,10125.0,44.9,9.0,38.5
7332,10126.0,42.0,9.0,38.5
7333,10127.0,67.6,9.0,38.5
7334,10128.0,44.9,9.0,38.5
7335,10129.0,23.9,6.0,12.6
7336,10130.0,90.0,9.0,38.5
7337,10131.0,47.9,9.0,38.5
7338,10132.0,33.8,6.0,12.6
7339,10133.0,44.9,9.0,38.5
7340,10134.0,33.8,9.0,38.5
7341,10135.0,71.1,9.0,38.5
7342,10136.0,33.8,9.0,38.5
7343,10137.0,51.0,9.0,38.5
7344,10138.0,39.2,9.0,38.5
7345,10139.0,67.6,9.0,38.5
7346,10140.0,64.1,9.0,38.5
7347,10141.0,90.0,9.0,38.5
7348,10142.0,64.1,9.0,38.5
7349,10143.0,33.8,7.0,19.6
7350,10144.0,31.2,7.0,19.6
7351,10145.0,90.0,9.0,38.5
7352,10146.0,47.9,9.0,38.5
7353,10147.0,74.8,9.0,38.5
7354,10148.0,54.2,9.0,38.5
7355,10149.0,39.2,7.0,19.6
7356,10150.0,64.1,9.0,38.5
7357,10151.0,33.8,7.0,19.6
7358,10152.0,54.2,9.0,38.5
7359,10153.0,44.9,9.0,38.5
7360,10154.0,54.2,9.0,38.5
7361,10155.0,67.6,9.0,38.5
7362,10156.0,64.1,9.0,38.5
7363,10157.0,51.0,9.0,38.5
7364,10158.0,51.0,9.0,38.5
7365,10159.0,78.5,9.0,38.5
7366,10160.0,47.9,9.0,38.5
7367,10161.0,64.1,9.0,38.5
7368,10162.0,60.7,9.0,38.5
7369,10163.0,39.2,6.0,19.6
7370,10164.0,39.2,6.0,19.6
7371,10165.0,26.3,5.0,12.6
7372,10166.0,71.1,9.0,38.5
7373,10167.0,67.6,9.0,38.5
7374,10168.0,51.0,9.0,38.5
7375,10169.0,39.2,7.0,28.3
7376,10170.0,39.2,7.0,28.3
7377,10171.0,54.2,9.0,38.5
7378,10172.0,54.2,9.0,38.5
7379,10173.0,47.9,9.0,38.5
7380,10174.0,71.1,9.0,38.5
7381,10175.0,64.1,9.0,38.5
7382,10176.0,60.7,9.0,38.5
7383,10177.0,67.6,9.0,38.5
7384,10178.0,86.1,9.0,38.5
7385,10179.0,60.7,9.0,38.5
7386,10180.0,74.8,9.0,38.5
7387,10181.0,47.9,9.0,38.5
7388,10182.0,54.2,9.0,38.5
7389,10183.0,44.9,9.0,38.5
7390,10184.0,16.2,4.0,0.8
7391,10185.0,16.2,4.0,0.8
7392,10186.0,16.2,4.0,0.8
7393,10187.0,16.2,4.0,1.8
7394,10188.0,9.3,4.0,1.8
7395,10189.0,9.3,4.0,1.8
7396,10190.0,9.3,4.0,1.8
7397,10191.0,12.2,3.5,1.8
7398,10192.0,12.2,3.5,1.8
7399,10193.0,12.2,3.5,1.8
7400,10194.0,12.2,3.5,1.8
7401,10195.0,12.2,3.5,1.8
7402,10196.0,54.2,10.0,50.3
7403,10197.0,54.2,10.0,50.3
7404,10198.0,60.7,10.0,50.3
7405,10199.0,67.6,10.0,50.3
7406,10200.0,128.4,10.0,50.3
7407,10201.0,137.7,10.0,50.3
7408,10202.0,71.1,10.0,50.3
7409,10203.0,67.6,10.0,50.3
7410,10204.0,71.1,10.0,50.3
7411,10205.0,86.1,10.0,50.3
7412,10206.0,71.1,10.0,50.3
7413,10207.0,98.0,10.0,50.3
7414,10208.0,86.1,10.0,50.3
7415,10209.0,94.0,10.0,50.3
7416,10210.0,78.5,10.0,50.3
7417,10211.0,86.1,10.0,50.3
7418,10212.0,60.7,10.0,50.3
7419,10213.0,106.4,12.0,78.5
7420,10214.0,128.4,12.0,78.5
7421,10215.0,86.1,12.0,78.5
7422,10216.0,119.4,12.0,78.5
7423,10217.0,74.8,12.0,78.5
7424,10218.0,157.1,12.0,78.5
7425,10219.0,110.6,12.0,78.5
7426,10220.0,71.1,12.0,78.5
7427,10221.0,71.1,12.0,78.5
7428,10222.0,90.0,12.0,78.5
7429,10223.0,39.2,10.0,50.3
7430,10224.0,110.6,12.0,78.5
7431,10225.0,98.0,12.0,78.5
7432,10226.0,110.6,12.0,78.5
7433,10227.0,128.4,12.0,78.5
7434,10228.0,106.4,12.0,78.5
7435,10229.0,64.1,12.0,78.5
7436,10230.0,119.4,12.0,78.5
7437,10231.0,147.3,12.0,78.5
7438,10232.0,157.1,12.0,78.5
7439,10233.0,188.2,13.0,78.5
7440,10234.0,188.2,13.0,78.5
7441,10235.0,90.0,12.0,78.5
7442,10236.0,167.2,13.0,78.5
7443,10237.0,162.1,13.0,78.5
7444,10238.0,119.4,13.0,78.5
7445,10239.0,137.7,13.0,78.5
7446,10240.0,119.4,13.0,78.5
7447,10241.0,115.0,13.0,78.5
7448,10242.0,51.0,8.0,19.6
7449,10243.0,943.5,16.0,132.7
7450,10244.0,49.6,8.0,12.6
7451,10245.0,137.9,9.0,28.3
7452,10246.0,83.9,10.0,50.3
7453,10247.0,154.3,10.0,50.3
7454,10248.0,684.2,14.0,78.5
7455,10249.0,176.7,10.0,50.3
7456,10250.0,77.7,10.0,19.6
7457,10251.0,110.3,10.0,19.6
7458,10252.0,140.9,10.0,38.5
7459,10253.0,57.3,10.0,12.6
7460,10254.0,487.7,10.0,28.3
7461,10255.0,64.2,10.0,19.6
7462,10256.0,55.4,8.0,12.6
7463,10257.0,61.9,8.0,19.6
7464,10258.0,91.6,8.0,28.3
7465,10259.0,113.8,10.0,38.5
7466,10260.0,73.9,7.0,19.6
7467,10261.0,98.7,10.0,50.3
7468,10262.0,79.5,10.0,28.3
7469,10263.0,64.0,10.0,19.6
7470,10264.0,176.7,10.0,50.3
7471,10265.0,37.5,6.0,12.6
7472,10266.0,175.0,10.0,50.3
7473,10267.0,46.4,8.0,28.3
7474,10268.0,89.1,10.0,38.5
7475,10269.0,65.3,10.0,28.3
7476,10270.0,63.5,8.0,28.3
7477,10271.0,96.2,10.0,38.5
7478,10272.0,89.1,11.0,38.5
7479,10273.0,87.2,10.0,28.3
7480,10274.0,115.6,10.0,50.3
7481,10275.0,203.2,11.0,63.6
7482,10276.0,96.6,11.0,28.3
7483,10277.0,98.9,11.0,50.3
7484,10278.0,39.8,6.0,3.1
7485,10279.0,63.0,7.0,4.9
7486,10280.0,46.9,6.5,4.9
7487,10281.0,33.2,5.5,1.8
7488,10282.0,39.8,4.5,3.1
7489,10283.0,102.7,7.5,4.9
7490,10284.0,6.0,4.0,0.8
7491,10285.0,81.6,8.0,4.9
7492,10286.0,39.8,7.0,3.1
7493,10287.0,54.7,7.0,3.1
7494,10288.0,17.4,3.0,0.8
7495,10289.0,63.0,6.5,3.1
7496,10290.0,81.6,7.0,4.9
7497,10291.0,81.6,7.5,4.9
7498,10292.0,102.7,7.5,4.9
7499,10293.0,72.0,7.0,3.1
7500,10294.0,81.6,7.5,4.9
7501,10295.0,102.7,7.5,4.9
7502,10296.0,63.0,7.0,7.1
7503,10297.0,63.0,7.0,7.1
7504,10298.0,102.7,8.0,7.1
7505,10299.0,46.9,5.0,7.1
7506,10301.0,72.0,6.0,7.1
7507,10302.0,81.6,7.0,7.1
7508,10303.0,63.0,6.0,3.1
7509,10304.0,63.0,6.0,3.1
