,Tree ID,Carbon Storage (kg),Height (m),Canopy Cover (m2)
1898,4098.0,17.7,6.0,1.8
1899,4099.0,17.4,5.0,1.8
1900,4100.0,17.4,5.0,1.8
1901,4101.0,136.1,7.0,28.3
1902,4102.0,121.4,7.0,19.6
1903,4103.0,72.6,7.0,3.1
1904,4104.0,151.7,7.0,28.3
1905,4105.0,107.8,6.0,19.6
1906,4106.0,168.4,7.0,28.3
1907,4107.0,151.7,7.0,28.3
1908,4108.0,14.7,3.5,3.1
1909,4109.0,3.6,3.5,0.8
1910,4111.0,2011.2,12.4,60.3
1911,4112.0,2011.2,12.4,60.3
1912,4113.0,752.8,12.0,78.5
1913,4114.0,319.5,12.0,12.6
1914,4115.0,1599.6,12.0,50.3
1915,4116.0,10.8,6.0,7.1
1916,4117.0,624.5,12.0,38.5
1917,4119.0,1049.2,15.0,50.3
1918,4120.0,1599.6,18.0,50.3
1919,4121.0,1599.6,18.0,95.0
1920,4122.0,330.8,10.0,153.9
1921,4123.0,368.1,10.0,113.1
1922,4124.0,4433.4,22.0,314.2
1923,4125.0,3218.4,20.0,132.7
1924,4126.0,1804.7,18.0,113.1
1925,4128.0,16.9,3.5,3.1
1926,4129.0,21.9,5.0,12.6
1927,4130.0,37.4,6.0,1.8
1928,4132.0,40.3,6.0,1.8
1929,4133.0,12.7,4.0,4.9
1930,4134.0,12.7,4.0,4.9
1931,4135.0,12.7,4.0,9.6
1932,4164.0,27.9,6.0,7.1
1933,4166.0,124.4,7.0,19.6
1934,4167.0,2.8,3.5,0.2
1935,4168.0,15.0,5.0,7.1
1936,4169.0,392.0,14.5,28.3
1937,4170.0,463.2,16.0,38.5
1938,4171.0,528.9,16.0,19.6
1939,4172.0,6.5,4.0,4.9
1940,4173.0,8.9,4.0,3.1
1941,4174.0,15.0,3.5,4.9
1942,4176.0,18.8,6.0,7.1
1943,4177.0,8.9,5.0,3.1
1944,4179.0,6.5,3.0,0.8
1945,4180.0,23.1,6.0,12.6
1946,4181.0,2.8,3.5,0.8
1947,4182.0,7.5,4.5,0.8
1948,4183.0,2.8,3.5,0.8
1949,4184.0,33.9,6.0,0.8
1950,4185.0,68.2,7.0,28.3
1951,4186.0,142.8,8.0,50.3
1952,4187.0,86.3,7.0,38.5
1953,4188.0,96.3,8.0,38.5
1954,4189.0,341.8,10.0,95.0
1955,4190.0,142.9,6.0,7.1
1956,4191.0,45.5,6.0,12.6
1957,4192.0,45.5,6.0,12.6
1958,4193.0,45.5,6.0,19.6
1959,4194.0,17.0,3.5,0.8
1960,4195.0,53.2,6.0,19.6
1961,4196.0,32.2,6.0,12.6
1962,4277.0,162.3,6.0,9.6
1963,4278.0,254.7,8.0,33.2
1964,4279.0,1197.6,11.0,50.3
1965,4280.0,323.2,9.0,12.6
1966,4294.0,832.2,11.0,78.5
1967,4295.0,68.2,6.0,28.3
1968,4296.0,142.9,6.0,12.6
1969,4308.0,147.3,13.0,132.7
1970,4309.0,26.3,6.0,12.6
1971,4310.0,28.7,6.0,12.6
1972,4311.0,15.6,5.0,7.1
1973,4312.0,44.9,6.0,12.6
1974,4316.0,72.0,5.0,28.3
1975,4317.0,172.7,9.0,50.3
1976,4318.0,210.2,13.0,132.7
1977,4319.0,456.9,12.0,50.3
1978,4320.0,37.8,5.0,12.6
1979,4321.0,35.4,9.0,7.1
1980,4322.0,104.0,14.0,1.8
1981,4323.0,34.3,10.0,1.8
1982,4324.0,3022.7,18.6,67.9
1983,4326.0,111.0,14.0,12.6
1984,4327.0,285.0,10.0,153.9
1985,4328.0,293.3,8.0,113.1
1986,4329.0,630.2,12.0,153.9
1987,4330.0,421.3,12.0,78.5
1988,4331.0,193.0,12.0,95.0
1989,4332.0,852.5,12.0,113.1
1990,4333.0,48.1,5.0,12.6
1991,4334.0,139.2,8.0,28.3
1992,4335.0,9.8,5.0,3.1
1993,4336.0,20.4,4.0,3.1
1994,4337.0,158.2,10.0,38.5
1995,4338.0,249.4,10.0,38.5
1996,4339.0,171.8,10.0,38.5
1997,4340.0,132.8,10.0,28.3
1998,4341.0,45.9,6.0,28.3
1999,4343.0,44.4,7.0,19.6
2000,4344.0,32.6,7.0,19.6
2001,4345.0,80.7,5.0,12.6
2002,4346.0,413.5,16.0,38.5
2003,4347.0,409.8,17.0,12.6
2004,4348.0,205.2,15.0,38.5
2005,4349.0,294.0,14.0,50.3
2006,4350.0,328.8,11.0,28.3
2007,4351.0,102.7,7.0,50.3
2008,4352.0,171.2,6.0,38.5
2009,4353.0,456.8,16.0,28.3
2010,4354.0,146.4,13.0,28.3
2011,4355.0,508.8,16.0,78.5
2012,4356.0,136.8,12.0,28.3
2013,4357.0,121.0,4.3,10.1
2014,4358.0,79.4,5.0,113.1
2015,4359.0,52.9,5.2,9.1
2016,4360.0,52.9,5.2,9.1
2017,4361.0,57.6,8.3,35.2
2018,4362.0,74.1,8.0,50.3
2019,4363.0,74.1,10.0,12.6
2020,4364.0,92.6,6.7,19.2
2021,4365.0,92.6,6.7,19.2
2022,4366.0,179.6,10.7,22.1
2023,4367.0,179.6,10.7,22.1
2024,4368.0,413.7,12.0,78.5
2025,4369.0,319.7,12.0,63.6
2026,4370.0,2514.8,22.0,314.2
2027,4371.0,689.9,12.0,201.1
2028,4372.0,415.2,10.0,63.6
2029,4373.0,320.4,9.0,38.5
2030,4374.0,630.0,11.0,63.6
2031,4375.0,52.9,5.2,9.1
2032,4376.0,57.6,8.3,35.2
2033,4377.0,74.6,4.5,8.5
2034,4378.0,74.6,4.5,8.5
2035,4379.0,92.6,6.7,19.2
2036,4380.0,92.6,6.7,19.2
2037,4381.0,52.9,5.2,9.1
2038,4382.0,52.9,5.2,9.1
2039,4383.0,52.9,5.2,9.1
2040,4384.0,13.2,4.0,3.1
2041,4385.0,13.2,4.0,7.1
2042,4386.0,45.5,8.0,28.3
2043,4387.0,57.6,8.3,35.2
2044,4388.0,1426.2,20.0,12.6
2045,4389.0,4.3,4.0,3.1
2046,4390.0,19.1,3.0,3.1
2047,4391.0,1.9,4.0,3.1
2048,4392.0,136.1,10.0,50.3
2049,4393.0,81.8,7.0,19.6
2050,4394.0,110.4,8.0,9.6
2051,4395.0,228.9,8.0,7.1
2052,4396.0,110.4,7.0,7.1
2053,4397.0,38.0,8.0,38.5
2054,4398.0,3016.3,18.6,67.9
2055,4399.0,3018.4,18.6,67.9
2056,4400.0,3016.3,18.6,67.9
2057,4401.0,3022.7,18.6,67.9
2058,4402.0,3022.7,18.6,67.9
2059,4403.0,57.6,8.3,35.2
2060,4404.0,57.6,8.3,35.2
2061,4405.0,92.6,6.7,19.2
2062,4406.0,52.9,5.2,9.1
2063,4407.0,92.6,6.7,19.2
2064,4408.0,92.6,6.7,19.2
2065,4409.0,92.6,6.7,19.2
2066,4410.0,92.6,6.7,19.2
2067,4411.0,92.6,6.7,19.2
2068,4412.0,92.6,6.7,19.2
2069,4413.0,92.6,6.7,19.2
2070,4414.0,52.9,5.2,9.1
2071,4415.0,52.9,5.2,9.1
2072,4416.0,52.9,5.2,9.1
2073,4417.0,92.6,6.7,19.2
2074,4418.0,92.6,6.7,19.2
2075,4419.0,92.6,6.7,19.2
2076,4420.0,92.6,6.7,19.2
2077,4421.0,92.6,6.7,19.2
2078,4422.0,92.6,6.7,19.2
2079,4423.0,92.6,6.7,19.2
2080,4424.0,92.6,6.7,19.2
2081,4425.0,92.6,6.7,19.2
2082,4426.0,92.6,6.7,19.2
2083,4427.0,92.6,6.7,19.2
2084,4428.0,92.6,6.7,19.2
2085,4429.0,519.2,13.0,113.1
2086,4430.0,33.8,8.0,28.3
2087,4431.0,524.6,11.0,95.0
2088,4432.0,381.4,12.0,78.5
2089,4433.0,1193.5,14.0,78.5
2090,4434.0,82.3,9.0,1.8
2091,4435.0,82.2,9.0,1.8
2092,4436.0,121.5,10.0,50.3
2093,4440.0,1849.9,23.0,95.0
2094,4441.0,64.3,6.0,19.6
2095,4442.0,807.0,17.0,38.5
2096,4443.0,91.4,10.0,28.3
2097,4444.0,38.5,5.0,12.6
2098,4445.0,91.4,10.0,28.3
2099,4446.0,157.1,10.0,28.3
2100,4448.0,272.0,16.0,63.6
2101,4449.0,80.7,8.0,28.3
2102,4450.0,563.7,16.0,38.5
2103,4451.0,9.1,4.5,1.8
2104,4452.0,680.6,21.0,63.6
2105,4453.0,177.3,12.0,28.3
2106,4454.0,115.3,12.0,38.5
2107,4457.0,228.2,12.0,50.3
2108,4459.0,447.2,11.0,50.3
2109,4460.0,145.1,6.9,25.9
2110,4461.0,145.1,6.9,25.9
2111,4462.0,52.9,5.2,9.1
2112,4463.0,52.9,5.2,9.1
2113,4464.0,145.1,6.9,25.9
2114,4465.0,874.3,10.0,78.5
2115,4466.0,874.3,10.0,78.5
2116,4467.0,20.0,3.5,3.1
2117,4468.0,58.6,4.5,19.6
2118,4469.0,59.6,5.0,19.6
2119,4470.0,52.9,5.2,9.1
2120,4471.0,52.9,5.2,9.1
2121,4472.0,34.0,6.0,4.9
2122,4473.0,94.0,13.0,78.5
2123,4474.0,3018.4,18.6,67.9
2124,4475.0,1367.2,10.0,50.3
2125,4476.0,71.1,6.0,7.1
2126,4477.0,176.6,8.0,3.1
2127,4478.0,176.4,8.0,3.1
2128,4479.0,487.0,8.4,32.7
2129,4480.0,487.0,8.4,32.7
2130,4481.0,161.5,7.6,17.8
2131,4482.0,487.0,8.4,32.7
2132,4483.0,57.6,8.3,35.2
2133,4484.0,57.6,8.3,35.2
2134,4485.0,57.6,8.3,35.2
2135,4486.0,57.6,8.3,35.2
2136,4487.0,57.6,8.3,35.2
2137,4488.0,161.5,7.6,17.8
2138,4489.0,20.4,4.0,3.1
2139,4490.0,20.4,4.0,3.1
2140,4491.0,20.4,4.0,3.1
2141,4492.0,20.4,4.0,3.1
2142,4493.0,371.2,11.0,50.3
2143,4494.0,676.0,10.0,50.3
2144,4495.0,512.2,11.0,50.3
2145,4496.0,141.5,6.0,19.6
2146,4497.0,645.2,11.0,78.5
2147,4498.0,494.1,7.0,201.1
2148,4499.0,187.2,4.0,12.6
2149,4500.0,15.9,3.5,3.1
2150,4501.0,137.5,4.0,12.6
2151,4502.0,447.7,10.8,38.4
2152,4503.0,447.7,10.8,38.4
2153,4504.0,54.0,6.0,44.2
2154,4505.0,244.8,8.7,41.1
2155,4506.0,244.8,8.7,41.1
2156,4507.0,161.5,7.6,17.8
2157,4508.0,161.5,7.6,17.8
2158,4509.0,82.2,11.0,78.5
2159,4510.0,74.8,12.0,78.5
2160,4511.0,130.2,8.0,50.3
2161,4512.0,92.1,7.0,28.3
2162,4513.0,81.8,7.0,28.3
2163,4514.0,127.1,7.0,28.3
2164,4515.0,127.1,7.0,28.3
2165,4516.0,70.2,6.0,19.6
2166,4517.0,57.6,8.3,35.2
2167,4518.0,55.8,5.0,12.6
2168,4519.0,117.0,6.0,12.6
2169,4520.0,248.9,8.3,28.7
2170,4521.0,128.0,4.0,15.9
2171,4522.0,1193.8,10.0,63.6
2172,4523.0,55.0,7.0,38.5
2173,4524.0,92.1,7.0,50.3
2174,4525.0,59.6,5.0,50.3
2175,4526.0,52.9,5.2,9.1
2176,4527.0,52.9,5.2,9.1
2177,4528.0,1367.2,10.0,28.3
2178,4529.0,297.7,10.3,34.3
2179,4530.0,57.6,8.3,35.2
2180,4531.0,57.6,8.3,35.2
2181,4532.0,57.6,8.3,35.2
2182,4533.0,33.8,5.5,7.1
2183,4534.0,57.6,8.3,35.2
2184,4535.0,57.6,8.3,35.2
2185,4536.0,57.6,8.3,35.2
2186,4537.0,42.0,8.0,28.3
2187,4538.0,54.2,9.0,50.3
2188,4539.0,280.0,9.0,19.6
2189,4544.0,239.3,12.2,23.3
2190,4545.0,238.7,12.2,23.3
2191,4546.0,239.3,12.2,23.3
2192,4547.0,239.3,12.2,23.3
2193,4561.0,621.9,10.0,12.6
2194,4562.0,289.7,8.0,7.1
2195,4563.0,289.7,12.0,7.1
2196,4564.0,422.5,10.0,7.1
2197,4565.0,107.4,5.0,7.1
2198,4566.0,27.6,3.5,7.1
2199,4567.0,24.1,9.0,7.1
2200,4568.0,55.5,8.0,3.1
2201,4569.0,17.2,5.0,7.1
2202,4570.0,30.7,4.0,7.1
2203,4571.0,665.0,8.0,28.3
2204,4572.0,242.6,6.0,19.6
2205,4573.0,259.2,12.0,28.3
2206,4574.0,516.5,12.0,50.3
2207,4575.0,207.8,7.0,12.6
2208,4576.0,566.7,9.0,38.5
2209,4577.0,516.5,12.0,28.3
2210,4578.0,1482.1,10.0,78.5
2211,4579.0,861.1,8.0,28.3
2212,4580.0,364.1,9.0,12.6
2213,4581.0,17.0,4.0,3.1
2214,4582.0,1119.1,12.0,50.3
2215,4583.0,665.0,8.0,12.6
2216,4584.0,516.5,12.0,28.3
2217,4585.0,887.0,12.0,28.3
2218,4586.0,1367.2,10.0,50.3
2219,4587.0,71.1,6.0,7.1
2220,4588.0,1384.6,12.0,38.5
2221,4589.0,71.1,6.0,7.1
2222,4591.0,17.0,4.0,12.6
2223,4592.0,45.5,6.0,12.6
2224,4593.0,13.2,6.0,3.1
2225,4594.0,26.5,10.0,7.1
2226,4595.0,45.5,6.0,12.6
2227,4596.0,45.5,6.0,12.6
2228,4597.0,45.5,6.0,12.6
2229,4598.0,45.5,6.0,12.6
2230,4599.0,45.5,6.0,12.6
2231,4600.0,45.5,6.0,12.6
2232,4601.0,452.2,25.0,19.6
2233,4602.0,1022.0,25.0,19.6
2234,4604.0,1024.7,25.0,19.6
2235,4605.0,1023.1,20.0,95.0
2236,4606.0,700.5,25.0,7.1
2237,4607.0,988.8,20.0,7.1
2238,4608.0,235.6,15.0,7.1
2239,4609.0,2823.7,20.0,28.3
2240,4610.0,430.6,12.0,50.3
2241,4611.0,7500.0,22.0,95.0
2242,4612.0,839.8,20.0,38.5
2243,4613.0,1401.6,22.0,113.1
2244,4614.0,710.8,23.0,50.3
2245,4615.0,1615.7,22.0,113.1
2246,4616.0,2894.9,22.0,201.1
2247,4617.0,611.7,16.0,12.6
2248,4618.0,188.2,12.0,153.9
2249,4619.0,245.1,16.0,63.6
2250,4620.0,115.0,12.0,50.3
2251,4621.0,245.1,17.0,132.7
2252,4622.0,188.2,14.0,95.0
2253,4623.0,308.0,15.0,201.1
2254,4624.0,74.8,25.0,12.6
2255,4625.0,26.3,9.0,50.3
2256,4626.0,1.1,3.0,1.8
2257,4627.0,28.7,6.0,28.3
2258,4628.0,42.0,7.0,78.5
2259,4629.0,23.9,8.0,38.5
2260,4630.0,21.7,8.0,38.5
2261,4631.0,42.0,8.0,38.5
2262,4632.0,23.9,8.0,19.6
2263,4633.0,33.8,7.0,28.3
2264,4634.0,188.2,13.0,153.9
2265,4635.0,245.1,16.0,63.6
2266,4636.0,17.5,9.0,7.1
2267,4637.0,251.1,13.0,132.7
2268,4638.0,13.7,3.5,12.6
2269,4639.0,19.6,8.0,38.5
2270,4640.0,23.9,8.0,38.5
2271,4641.0,23.9,8.0,50.3
2272,4642.0,17.5,8.0,38.5
2273,4643.0,33.8,8.0,50.3
2274,4644.0,33.8,8.0,28.3
2275,4645.0,54.2,8.5,28.3
2276,4646.0,33.8,10.0,56.7
2277,4647.0,451.4,14.0,63.6
2278,4648.0,376.9,12.0,50.3
2279,4649.0,214.7,15.0,7.1
2280,4650.0,218.0,15.0,12.6
2281,4651.0,215.6,15.0,7.1
2282,4652.0,306.6,20.0,12.6
2283,4653.0,33.8,6.0,0.8
2284,4654.0,33.9,6.0,0.8
2285,4655.0,73.3,14.0,3.1
2286,4656.0,73.6,14.0,3.1
2287,4657.0,73.6,14.0,3.1
2288,4658.0,73.6,14.0,3.1
2289,4659.0,33.9,6.0,0.8
2290,4660.0,33.8,6.0,0.8
2291,4661.0,33.9,4.0,0.8
2292,4662.0,63.3,12.0,19.6
2293,4663.0,1599.6,15.0,201.1
2294,4664.0,3086.1,12.0,201.1
2295,4665.0,3086.1,12.0,176.7
2296,4666.0,1599.6,12.0,50.3
2297,4667.0,54.3,5.0,28.3
2298,4668.0,80.2,8.0,7.1
2299,4669.0,78.0,7.0,7.1
2300,4670.0,19.3,6.0,3.1
2301,4671.0,19.3,6.0,3.1
2302,4672.0,19.3,6.0,3.1
2303,4673.0,16.7,3.0,1.8
2304,4674.0,30.2,6.0,50.3
2305,4675.0,2.5,3.5,1.8
2306,4676.0,2.5,3.5,1.8
2307,4677.0,22.5,9.0,7.1
2308,4678.0,2.5,3.5,1.8
2309,4679.0,2.5,3.5,1.8
2310,4680.0,107.0,6.0,12.6
2311,4681.0,107.0,6.0,12.6
2312,4682.0,71.5,5.0,12.6
2313,4683.0,56.8,5.0,12.6
2314,4684.0,151.2,10.0,3.1
2315,4685.0,22.6,8.0,7.1
2316,4686.0,49.4,12.0,3.1
2317,4687.0,21.7,6.0,3.1
2318,4688.0,442.1,15.0,50.3
2319,4689.0,546.3,15.0,50.3
2320,4690.0,93.1,10.0,7.1
2321,4691.0,280.1,15.0,28.3
2322,4692.0,448.7,15.0,78.5
2323,4693.0,62.6,9.0,12.6
2324,4694.0,593.0,11.0,63.6
2325,4695.0,83.4,9.0,12.6
2326,4696.0,7500.0,24.0,283.5
2327,4697.0,7500.0,22.0,254.5
2328,4698.0,7500.0,16.0,132.7
2329,4699.0,7500.0,28.0,176.7
2330,4700.0,7500.0,25.0,254.5
2331,4701.0,7500.0,25.0,176.7
2332,4702.0,7500.0,24.0,254.5
2333,4703.0,7500.0,24.0,283.5
2334,4704.0,7500.0,30.0,415.5
2335,4705.0,7500.0,23.0,283.5
2336,4706.0,5640.1,21.0,254.5
2337,4707.0,7500.0,25.0,28.3
2338,4708.0,205.0,10.0,19.6
2339,4709.0,245.9,12.0,28.3
2340,4710.0,136.1,7.0,12.6
2341,4711.0,136.1,11.0,28.3
2342,4712.0,186.1,10.0,50.3
2343,4713.0,186.1,10.0,28.3
2344,4714.0,5640.1,16.0,113.1
2345,4715.0,7083.7,21.0,227.0
2346,4716.0,7500.0,17.0,95.0
2347,4717.0,426.4,16.0,19.6
2348,4718.0,245.9,14.0,19.6
2349,4719.0,205.0,9.0,38.5
2350,4720.0,593.0,10.0,28.3
2351,4721.0,245.9,11.0,38.5
2352,4722.0,426.4,11.0,38.5
2353,4723.0,7500.0,18.0,201.1
2354,4724.0,7500.0,16.0,254.5
2355,4725.0,7500.0,23.0,380.1
2356,4726.0,5640.1,14.0,113.1
2357,4727.0,7500.0,26.0,452.4
2358,4728.0,7500.0,12.0,113.1
2359,4729.0,7500.0,18.0,314.2
2360,4730.0,7500.0,25.0,254.5
2361,4731.0,245.9,11.0,50.3
2362,4732.0,593.0,9.0,19.6
2363,4733.0,245.9,11.0,50.3
2364,4734.0,426.4,11.0,50.3
2365,4735.0,186.1,12.0,19.6
2366,4736.0,205.0,12.0,28.3
2367,4737.0,186.1,7.0,12.6
2368,4738.0,107.8,7.0,19.6
2369,4739.0,7500.0,27.0,530.9
2370,4740.0,7500.0,28.0,490.9
2371,4741.0,5640.1,24.0,227.0
2372,4742.0,7500.0,25.0,346.4
2373,4743.0,7500.0,24.0,530.9
2374,4744.0,7083.7,20.0,132.7
2375,4746.0,7500.0,26.0,380.1
2376,4747.0,101.5,6.0,28.3
2377,4748.0,89.0,7.0,28.3
2378,4749.0,77.4,7.0,28.3
2379,4750.0,89.0,7.0,7.1
2380,4751.0,161.6,8.0,28.3
2381,4752.0,33.8,6.0,12.6
2382,4753.0,40.7,7.0,28.3
2383,4754.0,198.0,6.0,12.6
2384,4755.0,198.0,10.0,12.6
2385,4756.0,198.0,10.0,12.6
2386,4757.0,48.2,5.0,3.1
2387,4758.0,12.3,6.0,3.1
2388,4759.0,16.1,3.5,7.1
2389,4760.0,40.3,5.0,3.1
2390,4761.0,52.4,5.0,12.6
2391,4762.0,22.3,4.0,9.6
2392,4763.0,27.7,4.0,7.1
2393,4764.0,235.9,10.0,12.6
2394,4765.0,284.0,14.0,28.3
2395,4766.0,281.5,15.0,7.1
2396,4767.0,81.6,6.0,28.3
2397,4768.0,17.4,4.0,1.8
2398,4771.0,81.6,6.0,28.3
2399,4772.0,102.7,6.0,28.3
2400,4773.0,7.4,4.0,1.8
2401,4774.0,106.0,8.0,12.6
2402,4775.0,116.9,20.0,12.6
2403,4776.0,3206.7,18.0,153.9
2404,4777.0,2024.3,16.0,201.1
2405,4778.0,262.7,18.0,19.6
2406,4779.0,180.9,20.0,7.1
2407,4780.0,180.9,10.0,12.6
2408,4781.0,262.7,18.0,12.6
2409,4782.0,262.7,18.0,19.6
2410,4783.0,262.7,25.0,12.6
2411,4784.0,68.9,15.0,12.6
2412,4785.0,3.3,8.0,3.1
2413,4786.0,35.3,20.0,7.1
2414,4787.0,35.3,20.0,7.1
2415,4788.0,35.3,20.0,7.1
2416,4789.0,116.9,25.0,12.6
2417,4790.0,3.3,8.0,1.8
2418,4791.0,69.0,6.0,7.1
2419,4792.0,806.5,8.0,28.3
2420,4793.0,69.0,6.0,7.1
2421,4795.0,3749.3,30.0,19.6
2422,4797.0,438.8,12.0,63.6
2423,4799.0,200.2,15.0,12.6
2424,4800.0,130.2,12.0,12.6
2425,4801.0,79.0,5.0,28.3
2426,4802.0,281.6,12.0,7.1
2427,4803.0,405.0,12.0,63.6
2428,4804.0,54.9,6.0,28.3
2429,4805.0,37.1,6.0,3.1
2430,4806.0,93.0,6.0,19.6
2431,4807.0,142.9,7.0,28.3
2432,4808.0,31.3,6.0,7.5
2433,4809.0,142.9,8.6,50.3
2434,4812.0,4.1,4.0,3.1
2435,4813.0,79.0,6.0,7.1
2436,4814.0,79.0,6.0,7.1
2437,4815.0,74.9,6.0,12.6
2438,4816.0,6.2,3.0,3.1
2439,4817.0,357.4,6.0,7.1
2440,4818.0,2694.3,20.0,201.1
2441,4819.0,6695.2,18.0,113.1
2442,4821.0,30.2,8.0,7.1
2443,4822.0,102.3,7.0,12.6
2444,4823.0,50.6,5.0,7.1
2445,4824.0,102.3,6.0,12.6
2446,4825.0,102.3,4.0,7.1
2447,4826.0,402.4,6.0,7.1
2448,4827.0,102.3,4.0,7.1
2449,4828.0,102.3,4.0,12.6
2450,4829.0,53.1,6.0,3.1
2451,4832.0,3.8,2.5,0.8
2452,4834.0,10.6,3.5,3.1
2453,4835.0,98.0,12.0,50.3
2454,4836.0,98.0,12.0,95.0
2455,4837.0,94.0,12.0,50.3
2456,4838.0,618.3,17.0,50.3
2457,4839.0,3614.6,15.0,78.5
2458,4841.0,186.1,8.0,78.5
2459,4848.0,245.1,17.0,63.6
2460,4849.0,245.1,12.0,95.0
2461,4850.0,341.7,18.0,113.1
2462,4851.0,341.7,15.0,63.6
2463,4852.0,341.7,9.0,113.1
2464,4853.0,245.1,18.0,78.5
2465,4854.0,341.7,17.0,50.3
2466,4855.0,308.0,9.0,113.1
2467,4856.0,215.8,9.0,50.3
2468,4858.0,27.3,4.0,7.1
2469,4859.0,1389.1,18.0,176.7
2470,4860.0,1430.7,18.9,68.8
2471,4861.0,3714.2,20.6,94.0
2472,4862.0,94.0,11.0,63.6
2473,4863.0,23.2,4.0,19.6
2474,4864.0,250.0,6.7,19.6
2475,4871.0,28.7,15.0,12.6
2476,4872.0,57.4,10.0,7.1
2477,4873.0,17.5,12.0,12.6
2478,4874.0,63.3,8.0,19.6
2479,4875.0,16.5,7.0,12.6
2480,4876.0,94.3,16.0,12.6
2481,4877.0,308.7,10.0,12.6
2482,4878.0,816.7,20.0,19.6
2483,4879.0,72.0,8.0,7.1
2484,4880.0,345.6,12.0,12.6
2485,4881.0,262.7,18.0,12.6
2486,4882.0,35.3,9.0,7.1
2487,4883.0,116.9,12.0,19.6
2488,4884.0,46.2,6.0,7.1
2489,4885.0,498.7,8.0,28.3
2490,4886.0,242.6,6.0,28.3
2491,4887.0,356.8,7.0,19.6
2492,4888.0,160.3,8.0,12.6
2493,4889.0,1401.5,14.0,63.6
2494,4890.0,46.2,6.0,7.1
2495,4891.0,360.5,8.0,28.3
2496,4892.0,248.3,8.0,50.3
2497,4893.0,27.3,4.0,7.1
2498,4895.0,27.3,4.0,12.6
2499,4896.0,73.2,5.0,19.6
2500,4897.0,27.3,4.0,12.6
2501,4898.0,91.4,10.0,28.3
2502,4899.0,70.8,6.0,12.6
2503,4900.0,20.5,4.0,4.0
2504,4901.0,20.5,4.0,4.0
2505,4902.0,20.5,4.0,4.0
2506,4903.0,26.5,10.0,7.1
2507,4904.0,26.5,10.0,7.1
2508,4905.0,115.2,12.0,7.1
2509,4906.0,115.2,12.0,7.1
2510,4907.0,189.3,18.0,12.6
2511,4908.0,189.3,20.0,12.6
2512,4909.0,553.6,12.0,28.3
2513,4910.0,553.6,12.0,50.3
2514,4911.0,45.5,6.0,12.6
2515,4912.0,45.5,6.0,12.6
2516,4913.0,45.5,6.0,12.6
2517,4914.0,42.0,10.0,63.6
2518,4915.0,42.0,10.0,63.6
2519,4916.0,47.9,12.0,78.5
2520,4917.0,57.4,20.0,12.6
2521,4918.0,17.5,7.0,12.6
2522,4919.0,73.6,14.0,3.1
2523,4920.0,22.4,9.0,7.1
2524,4921.0,2.5,3.5,1.8
2525,4922.0,162.4,15.0,38.5
2526,4923.0,434.6,15.0,28.3
2527,4925.0,131.2,12.0,12.6
2528,4927.0,7500.0,25.0,283.5
2529,4928.0,7500.0,26.0,380.1
2530,4929.0,7500.0,26.0,415.5
2531,4930.0,7500.0,25.0,380.1
2532,4931.0,4369.9,20.0,113.1
2533,4932.0,7500.0,20.0,113.1
2534,4933.0,5640.1,21.0,201.1
2535,4934.0,7500.0,25.0,176.7
2536,4935.0,3695.6,24.0,314.2
2537,4936.0,7500.0,22.0,530.9
2538,4937.0,2011.2,4.0,60.3
2539,4939.0,303.9,10.0,50.3
2540,4940.0,285.0,10.0,50.3
2541,4941.0,47.2,9.0,7.1
2542,4942.0,9.7,3.0,7.1
2543,4943.0,45.5,6.0,12.6
2544,4944.0,286.0,5.0,19.6
2545,4945.0,394.8,12.0,95.0
2546,4946.0,26.5,6.0,19.6
2547,4947.0,43.1,6.0,28.3
2548,4948.0,26.5,6.0,28.3
2549,4949.0,26.5,6.0,3.1
2550,4950.0,51.4,6.0,50.3
2551,4951.0,30.7,4.0,3.1
2552,4952.0,41.8,5.0,19.6
2553,4953.0,119.7,6.0,38.5
2554,4954.0,25.4,5.0,12.6
2555,4955.0,54.0,7.0,78.5
2556,4956.0,89.0,8.0,28.3
2557,4957.0,101.5,6.0,50.3
2558,4967.0,769.7,7.0,38.5
2559,4968.0,92.6,6.7,19.2
2560,4969.0,92.6,6.7,19.2
2561,4970.0,92.6,6.7,19.2
2562,4971.0,92.6,6.7,19.2
2563,4972.0,92.6,6.7,19.2
2564,4973.0,120.9,6.0,50.3
2565,4974.0,120.9,6.0,50.3
2566,4975.0,120.9,6.0,50.3
2567,4976.0,73.0,7.5,12.6
2568,4978.0,55.8,8.0,9.6
2569,4979.0,124.7,12.0,9.6
2570,4980.0,54.2,10.0,50.3
2571,4981.0,74.8,8.0,78.5
2572,4982.0,437.3,9.8,18.3
2573,4983.0,245.9,10.0,78.5
2574,4984.0,205.0,10.0,95.0
2575,4985.0,62.6,6.5,19.6
2576,4986.0,53.6,6.5,19.6
2577,4988.0,200.2,10.0,78.5
2578,4989.0,88.5,5.0,12.6
2579,4992.0,1950.9,25.0,63.6
2580,4993.0,22.8,5.0,12.6
2581,4994.0,22.8,4.0,12.6
2582,4996.0,137.0,6.0,132.7
2583,4997.0,7500.0,13.0,153.9
2584,4998.0,147.3,14.0,113.1
2585,4999.0,115.0,12.5,78.5
2586,5000.0,25.6,5.0,3.1
2587,5001.0,16.5,4.0,3.1
2588,5002.0,16.3,4.0,0.8
2589,5003.0,37.0,4.0,7.1
2590,5004.0,92.6,6.7,19.2
